"","label","replace.by"
"9924","JOURNAL OF PLANNING EDUCATION AND RESEARCH","Sciences Scocial General"
"9925","MINERVA","Sciences Scocial General"
"9926","PUBLIUS-THE JOURNAL OF FEDERALISM","Sciences Scocial General"
"9927","POST-SOVIET AFFAIRS","Sciences Scocial General"
"9928","Anthropological Theory","Sciences Scocial General"
"9929","JOURNAL OF POLITICAL PHILOSOPHY","Sciences Scocial General"
"9930","Journalism Studies","Sciences Scocial General"
"9931","BIOSECURITY AND BIOTERRORISM-BIODEFENSE STRATEGY PRACTICE AND SCIENCE","Sciences Scocial General"
"9932","JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT","Sciences Scocial General"
"9933","JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT","Sciences Scocial General"
"9934","WISCONSIN LAW REVIEW","Sciences Scocial General"
"9935","LANGUAGE AND SPEECH","Sciences Scocial General"
"9936","LANGUAGE AND SPEECH","Sciences Scocial General"
"9937","ELEMENTARY SCHOOL JOURNAL","Sciences Scocial General"
"9938","Medical Education Online","Sciences Scocial General"
"9939","Language and Intercultural Communication","Sciences Scocial General"
"9940","JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION","Sciences Scocial General"
"9941","Journal of Destination Marketing & Management","Sciences Scocial General"
"9942","JOURNAL OF ENVIRONMENTAL EDUCATION","Sciences Scocial General"
"9943","Feminist Criminology","Sciences Scocial General"
"9944","International Journal of Heritage Studies","Sciences Scocial General"
"9945","Conservation & Society","Sciences Scocial General"
"9946","GLOBAL GOVERNANCE","Sciences Scocial General"
"9947","Survey Research Methods","Sciences Scocial General"
"9948","DISABILITY & SOCIETY","Sciences Scocial General"
"9949","INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE","Sciences Scocial General"
"9950","INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY","Sciences Scocial General"
"9951","BRITISH JOURNAL OF SOCIAL WORK","Sciences Scocial General"
"9952","JOURNAL OF RISK RESEARCH","Sciences Scocial General"
"9953","Housing Theory & Society","Sciences Scocial General"
"9954","INTERNATIONAL DEVELOPMENT PLANNING REVIEW","Sciences Scocial General"
"9955","Politics & Gender","Sciences Scocial General"
"9956","REGIONAL SCIENCE AND URBAN ECONOMICS","Sciences Scocial General"
"9957","Education Finance and Policy","Sciences Scocial General"
"9958","Thinking Skills and Creativity","Sciences Scocial General"
"9959","VIOLENCE AGAINST WOMEN","Sciences Scocial General"
"9960","Discourse-Studies in the Cultural Politics of Education","Sciences Scocial General"
"9961","European Sport Management Quarterly","Sciences Scocial General"
"9962","AFRICA","Sciences Scocial General"
"9963","INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH","Sciences Scocial General"
"9964","ETHNICITY & DISEASE","Sciences Scocial General"
"9965","Landscape Research","Sciences Scocial General"
"9966","Child Indicators Research","Sciences Scocial General"
"9967","Global Health Promotion","Sciences Scocial General"
"9968","INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY","Sciences Scocial General"
"9969","Journal of Pediatric Nursing-Nursing Care of Children & Families","Sciences Scocial General"
"9970","Journal of Pediatric Nursing-Nursing Care of Children & Families","Sciences Scocial General"
"9971","ANNALS OF DYSLEXIA","Sciences Scocial General"
"9972","Active Learning in Higher Education","Sciences Scocial General"
"9973","Cambridge Journal of Education","Sciences Scocial General"
"9974","Cooperation and Conflict","Sciences Scocial General"
"9975","ETHOS","Sciences Scocial General"
"9976","EVALUATION AND PROGRAM PLANNING","Sciences Scocial General"
"9977","Health Information Management Journal","Sciences Scocial General"
"9978","Health Information Management Journal","Sciences Scocial General"
"9979","Health and Human Rights","Sciences Scocial General"
"9980","INTERNATIONAL JOURNAL OF SCIENCE EDUCATION","Sciences Scocial General"
"9981","Impact Assessment and Project Appraisal","Sciences Scocial General"
"9982","JOURNAL OF CONTEMPORARY ETHNOGRAPHY","Sciences Scocial General"
"9983","Journal of Aging & Social Policy","Sciences Scocial General"
"9984","Journal of Public Policy","Sciences Scocial General"
"9985","Journal of Refugee Studies","Sciences Scocial General"
"9986","Mass Communication and Society","Sciences Scocial General"
"9987","PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","Sciences Scocial General"
"9988","PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS","Sciences Scocial General"
"9989","RESEARCH IN HIGHER EDUCATION","Sciences Scocial General"
"9990","Social Justice Research","Sciences Scocial General"
"9991","UNIVERSITY OF ILLINOIS LAW REVIEW","Sciences Scocial General"
"9992","Disaster Prevention and Management","Sciences Scocial General"
"9993","Perspectives in Public Health","Sciences Scocial General"
"9994","International Journal of Speech-Language Pathology","Sciences Scocial General"
"9995","International Journal of Speech-Language Pathology","Sciences Scocial General"
"9996","JOURNAL OF HEALTHCARE MANAGEMENT","Sciences Scocial General"
"9997","TELECOMMUNICATIONS POLICY","Sciences Scocial General"
"9998","TELECOMMUNICATIONS POLICY","Sciences Scocial General"
"9999","Analyses of Social Issues and Public Policy","Sciences Scocial General"
"10000","COMMUNITY MENTAL HEALTH JOURNAL","Sciences Scocial General"
"10001","Journal of Public Relations Research","Sciences Scocial General"
"10002","Technology Pedagogy and Education","Sciences Scocial General"
"10003","JOURNAL OF RELIGION & HEALTH","Sciences Scocial General"
"10004","Young","Sciences Scocial General"
"10005","Language Assessment Quarterly","Sciences Scocial General"
"10006","Medicine Health Care and Philosophy","Sciences Scocial General"
"10007","Journal of Youth Studies","Sciences Scocial General"
"10008","CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH","Sciences Scocial General"
"10009","International Feminist Journal of Politics","Sciences Scocial General"
"10010","CHILDREN AND YOUTH SERVICES REVIEW","Sciences Scocial General"
"10011","METAPHOR AND SYMBOL","Sciences Scocial General"
"10012","LEISURE SCIENCES","Sciences Scocial General"
"10013","China Information","Sciences Scocial General"
"10014","JOURNAL OF SOCIAL WORK PRACTICE","Sciences Scocial General"
"10015","Nurse Education in Practice","Sciences Scocial General"
"10016","Nurse Education in Practice","Sciences Scocial General"
"10017","INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS","Sciences Scocial General"
"10018","JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED","Sciences Scocial General"
"10019","Transnational Environmental Law","Sciences Scocial General"
"10020","Journal of Eastern African Studies","Sciences Scocial General"
"10021","Leiden Journal of International Law","Sciences Scocial General"
"10022","Health Care for Women International","Sciences Scocial General"
"10023","Nordic Journal of Music Therapy","Sciences Scocial General"
"10024","Journal of Policy and Practice in Intellectual Disabilities","Sciences Scocial General"
"10025","INTERNATIONAL POLITICAL SCIENCE REVIEW","Sciences Scocial General"
"10026","Diving and Hyperbaric Medicine","Sciences Scocial General"
"10027","HASTINGS LAW JOURNAL","Sciences Scocial General"
"10028","Environmental Hazards-Human and Policy Dimensions","Sciences Scocial General"
"10029","WASHINGTON LAW REVIEW","Sciences Scocial General"
"10030","ANTHROPOLOGICAL QUARTERLY","Sciences Scocial General"
"10031","Policy and Society","Sciences Scocial General"
"10032","COMPARATIVE EDUCATION REVIEW","Sciences Scocial General"
"10033","Asian Population Studies","Sciences Scocial General"
"10034","Child Abuse Review","Sciences Scocial General"
"10035","International Journal of Social Research Methodology","Sciences Scocial General"
"10036","THEORY INTO PRACTICE","Sciences Scocial General"
"10037","British Journal of Occupational Therapy","Sciences Scocial General"
"10038","British Journal of Occupational Therapy","Sciences Scocial General"
"10039","Race Ethnicity and Education","Sciences Scocial General"
"10040","Contemporary Politics","Sciences Scocial General"
"10041","Journal of Contemporary China","Sciences Scocial General"
"10042","TERRORISM AND POLITICAL VIOLENCE","Sciences Scocial General"
"10043","URBAN AFFAIRS REVIEW","Sciences Scocial General"
"10044","NEW GENETICS AND SOCIETY","Sciences Scocial General"
"10045","NEW GENETICS AND SOCIETY","Sciences Scocial General"
"10046","AMERICAN JOURNAL OF EDUCATION","Sciences Scocial General"
"10047","Epidemiologia & Prevenzione","Sciences Scocial General"
"10048","Epidemiologia & Prevenzione","Sciences Scocial General"
"10049","Disaster Medicine and Public Health Preparedness","Sciences Scocial General"
"10050","Disaster Medicine and Public Health Preparedness","Sciences Scocial General"
"10051","Geografisk Tidsskrift-Danish Journal of Geography","Sciences Scocial General"
"10052","Language and Education","Sciences Scocial General"
"10053","Cadernos de Saude Publica","Sciences Scocial General"
"10054","Cadernos de Saude Publica","Sciences Scocial General"
"10055","INTERNATIONAL REGIONAL SCIENCE REVIEW","Sciences Scocial General"
"10056","JOURNAL OF RESEARCH IN READING","Sciences Scocial General"
"10057","International Studies Perspectives","Sciences Scocial General"
"10058","European Journal of International Law","Sciences Scocial General"
"10059","FAMILY RELATIONS","Sciences Scocial General"
"10060","Foundations of Science","Sciences Scocial General"
"10061","Journal of Linguistic Anthropology","Sciences Scocial General"
"10062","Language Testing","Sciences Scocial General"
"10063","Cultural Sociology","Sciences Scocial General"
"10064","Public Performance & Management Review","Sciences Scocial General"
"10065","UNIVERSITY OF CINCINNATI LAW REVIEW","Sciences Scocial General"
"10066","FOREIGN LANGUAGE ANNALS","Sciences Scocial General"
"10067","SEMINARS IN SPEECH AND LANGUAGE","Sciences Scocial General"
"10068","CHINA JOURNAL","Sciences Scocial General"
"10069","European Physical Education Review","Sciences Scocial General"
"10070","JOURNAL OF ANTHROPOLOGICAL RESEARCH","Sciences Scocial General"
"10071","SOCIAL WORK RESEARCH","Sciences Scocial General"
"10072","GENDER AND EDUCATION","Sciences Scocial General"
"10073","EDUCATIONAL POLICY","Sciences Scocial General"
"10074","Filosofija-Sociologija","Sciences Scocial General"
"10075","PUBLIC CHOICE","Sciences Scocial General"
"10076","STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT","Sciences Scocial General"
"10077","JOURNAL OF THE HISTORY OF BIOLOGY","Sciences Scocial General"
"10078","JOURNAL OF THE HISTORY OF BIOLOGY","Sciences Scocial General"
"10079","Cambridge Review of International Affairs","Sciences Scocial General"
"10080","Higher Education Research & Development","Sciences Scocial General"
"10081","JOURNAL OF DEVELOPMENT STUDIES","Sciences Scocial General"
"10082","SOCIAL & LEGAL STUDIES","Sciences Scocial General"
"10083","Urban Policy and Research","Sciences Scocial General"
"10084","JOURNAL OF STRATEGIC STUDIES","Sciences Scocial General"
"10085","RESEARCH IN SCIENCE EDUCATION","Sciences Scocial General"
"10086","Applied Research in Quality of Life","Sciences Scocial General"
"10087","ISIS","Sciences Scocial General"
"10088","ISIS","Sciences Scocial General"
"10089","Journal of Substance Use","Sciences Scocial General"
"10090","Literacy","Sciences Scocial General"
"10091","Review of African Political Economy","Sciences Scocial General"
"10092","ADMINISTRATION & SOCIETY","Sciences Scocial General"
"10093","JOURNAL OF SPORT & SOCIAL ISSUES","Sciences Scocial General"
"10094","JOURNAL OF URBAN AFFAIRS","Sciences Scocial General"
"10095","International Journal of Injury Control and Safety Promotion","Sciences Scocial General"
"10096","JOURNAL OF ENVIRONMENTAL HEALTH","Sciences Scocial General"
"10097","Oxford Journal of Legal Studies","Sciences Scocial General"
"10098","Natural Language Engineering","Sciences Scocial General"
"10099","Natural Language Engineering","Sciences Scocial General"
"10100","Teacher Education and Special Education","Sciences Scocial General"
"10101","European Journal on Criminal Policy and Research","Sciences Scocial General"
"10102","JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES","Sciences Scocial General"
"10103","CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN","Sciences Scocial General"
"10104","COLUMBIA JOURNAL OF TRANSNATIONAL LAW","Sciences Scocial General"
"10105","Homicide Studies","Sciences Scocial General"
"10106","JOURNAL OF INFORMATION SCIENCE","Sciences Scocial General"
"10107","JOURNAL OF INFORMATION SCIENCE","Sciences Scocial General"
"10108","GROWTH AND CHANGE","Sciences Scocial General"
"10109","HEALTH CARE ANALYSIS","Sciences Scocial General"
"10110","International Journal of Design","Sciences Scocial General"
"10111","International Journal of Design","Sciences Scocial General"
"10112","RADICAL PHILOSOPHY","Sciences Scocial General"
"10113","EDUCATIONAL REVIEW","Sciences Scocial General"
"10114","Policy Studies","Sciences Scocial General"
"10115","URBAN EDUCATION","Sciences Scocial General"
"10116","CIN-COMPUTERS INFORMATICS NURSING","Sciences Scocial General"
"10117","CIN-COMPUTERS INFORMATICS NURSING","Sciences Scocial General"
"10118","EUROPEAN SOCIETIES","Sciences Scocial General"
"10119","QUALITY & QUANTITY","Sciences Scocial General"
"10120","QUALITY & QUANTITY","Sciences Scocial General"
"10121","Security Journal","Sciences Scocial General"
"10122","ELT Journal","Sciences Scocial General"
"10123","SOCIOLOGICAL FORUM","Sciences Scocial General"
"10124","World Trade Review","Sciences Scocial General"
"10125","LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION","Sciences Scocial General"
"10126","Environmental Communication-A Journal of Nature and Culture","Sciences Scocial General"
"10127","CRITICAL INQUIRY","Sciences Scocial General"
"10128","Information Technology for Development","Sciences Scocial General"
"10129","JOURNAL OF AFRICAN HISTORY","Sciences Scocial General"
"10130","JOURNAL OF SOCIAL ARCHAEOLOGY","Sciences Scocial General"
"10131","MODERN LAW REVIEW","Sciences Scocial General"
"10132","ZYGON","Sciences Scocial General"
"10133","Diachronica","Sciences Scocial General"
"10134","DISCOURSE STUDIES","Sciences Scocial General"
"10135","Quality Management in Health Care","Sciences Scocial General"
"10136","Quality Management in Health Care","Sciences Scocial General"
"10137","International Peacekeeping","Sciences Scocial General"
"10138","PARLIAMENTARY AFFAIRS","Sciences Scocial General"
"10139","JOURNAL OF WOMEN & AGING","Sciences Scocial General"
"10140","Convergence-The International Journal of Research into New Media Technologies","Sciences Scocial General"
"10141","NATURAL LANGUAGE & LINGUISTIC THEORY","Sciences Scocial General"
"10142","Revista de Educacion","Sciences Scocial General"
"10143","JOURNAL OF CONTEMPORARY ASIA","Sciences Scocial General"
"10144","LINGUA","Sciences Scocial General"
"10145","ANNALI DELL ISTITUTO SUPERIORE DI SANITA","Sciences Scocial General"
"10146","European Constitutional Law Review","Sciences Scocial General"
"10147","Educational Studies in Mathematics","Sciences Scocial General"
"10148","International Journal for Educational and Vocational Guidance","Sciences Scocial General"
"10149","EVALUATION REVIEW","Sciences Scocial General"
"10150","Target-International Journal of Translation Studies","Sciences Scocial General"
"10151","Global Policy","Sciences Scocial General"
"10152","SYSTEM","Sciences Scocial General"
"10153","MILLENNIUM-JOURNAL OF INTERNATIONAL STUDIES","Sciences Scocial General"
"10154","PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY","Sciences Scocial General"
"10155","AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK","Sciences Scocial General"
"10156","Development Policy Review","Sciences Scocial General"
"10157","HISTORY AND THEORY","Sciences Scocial General"
"10158","SYMBOLIC INTERACTION","Sciences Scocial General"
"10159","PUBLIC ADMINISTRATION AND DEVELOPMENT","Sciences Scocial General"
"10160","Research Papers in Education","Sciences Scocial General"
"10161","Language Culture and Curriculum","Sciences Scocial General"
"10162","Argumentation","Sciences Scocial General"
"10163","HUMAN ORGANIZATION","Sciences Scocial General"
"10164","JOURNAL OF ENVIRONMENTAL LAW","Sciences Scocial General"
"10165","Social Theory & Health","Sciences Scocial General"
"10166","CURRICULUM INQUIRY","Sciences Scocial General"
"10167","ENVIRONMENT AND HISTORY","Sciences Scocial General"
"10168","Journal of Housing and the Built Environment","Sciences Scocial General"
"10169","LEGISLATIVE STUDIES QUARTERLY","Sciences Scocial General"
"10170","QUEST","Sciences Scocial General"
"10171","QUEST","Sciences Scocial General"
"10172","ZEITSCHRIFT FUR SOZIOLOGIE","Sciences Scocial General"
"10173","AMERICAN JOURNAL OF EVALUATION","Sciences Scocial General"
"10174","Children & Society","Sciences Scocial General"
