"";"JCR.Abbreviated.Title";"Full.Journal.Title";"Issn";"Subject.Category";"Discipline.Scientifique.OST";"Origine";"Abreviation"
"14499";"ACT LEARN HIGH EDUC";"ACTIVE LEARNING IN HIGHER EDUCATION";"1469-7874";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14500";"ACTA BIOETH";"ACTA BIOETHICA";"1726-569X";"Ethics";"Lettres-Philosophie";"SSCI";"HF"
"14501";"ACTA BIOETH";"ACTA BIOETHICA";"1726-569X";"Social Sciences, Biomedical";"Santé Publique";"SSCI";"WV"
"14502";"ACTA HISTRIAE";"ACTA HISTRIAE";"1318-0185";"History";"Histoire-Archéologie";"SSCI";"MM"
"14503";"ACTA LINGUIST HUNGAR";"ACTA LINGUISTICA HUNGARICA";"1216-8076";"Linguistics";"Autres Sciences Humaines";"SSCI";"OT"
"14504";"ACTA OECON";"ACTA OECONOMICA";"0001-6373";"Economics";"Economie";"SSCI";"GY"
"14505";"ACTA PAUL ENFERM";"ACTA PAULISTA DE ENFERMAGEM";"0103-2100";"Nursing";"Santé Publique";"SSCI";"RZ"
"14506";"ACTA POLIT";"ACTA POLITICA";"0001-6810";"Political Science";"Sciences Politiques";"SSCI";"UU"
"14507";"ACTA PSYCHIAT SCAND";"ACTA PSYCHIATRICA SCANDINAVICA";"0001-690X";"Psychiatry";"Psychologie";"SSCI";"VE"
"14508";"ACTA PSYCHOL";"ACTA PSYCHOLOGICA";"0001-6918";"Psychology, Experimental";"Psychologie";"SSCI";"VX"
"14509";"ACTA SOCIOL";"ACTA SOCIOLOGICA";"0001-6993";"Sociology";"Sociologie et Autres Sciences Sociales";"SSCI";"XA"
"14510";"ACTES RECH SCI SOC";"ACTES DE LA RECHERCHE EN SCIENCES SOCIALES";"0335-5322";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14511";"ACTION RES-LONDON";"ACTION RESEARCH";"1476-7503";"Management";"Gestion-Finance";"SSCI";"PC"
"14512";"ACTION RES-LONDON";"ACTION RESEARCH";"1476-7503";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14513";"ADAPT BEHAV";"ADAPTIVE BEHAVIOR";"1059-7123";"Psychology, Experimental";"Psychologie";"SSCI";"VX"
"14514";"ADAPT BEHAV";"ADAPTIVE BEHAVIOR";"1059-7123";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14515";"ADDICT BEHAV";"ADDICTIVE BEHAVIORS";"0306-4603";"Psychology, Clinical";"Psychologie";"SSCI";"EQ"
"14516";"ADDICT BEHAV";"ADDICTIVE BEHAVIORS";"0306-4603";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14517";"ADDICT RES THEORY";"ADDICTION RESEARCH & THEORY";"1606-6359";"Social Issues";"Politiques Publiques";"SSCI";"WM"
"14518";"ADDICT RES THEORY";"ADDICTION RESEARCH & THEORY";"1606-6359";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14519";"ADDICTION";"ADDICTION";"0965-2140";"Psychiatry";"Psychologie";"SSCI";"VE"
"14520";"ADDICTION";"ADDICTION";"0965-2140";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14521";"ADICCIONES";"ADICCIONES";"0214-4840";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14522";"ADM POLICY MENT HLTH";"ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH";"0894-587X";"Health Policy & Services";"Santé Publique";"SSCI";"LQ"
"14523";"ADM POLICY MENT HLTH";"ADMINISTRATION AND POLICY IN MENTAL HEALTH AND MENTAL HEALTH SERVICES RESEARCH";"0894-587X";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14524";"ADMIN LAW REV";"ADMINISTRATIVE LAW REVIEW";"0001-8368";"Law";"Droit";"SSCI";"OM"
"14525";"ADMIN SCI QUART";"ADMINISTRATIVE SCIENCE QUARTERLY";"0001-8392";"Business";"Gestion-Finance";"SSCI";"DI"
"14526";"ADMIN SCI QUART";"ADMINISTRATIVE SCIENCE QUARTERLY";"0001-8392";"Management";"Gestion-Finance";"SSCI";"PC"
"14527";"ADMIN SOC";"ADMINISTRATION & SOCIETY";"0095-3997";"Public Administration";"Sciences Politiques";"SSCI";"VM"
"14528";"ADULT EDUC QUART";"ADULT EDUCATION QUARTERLY";"0741-7136";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14529";"ADV COGN PSYCHOL";"ADVANCES IN COGNITIVE PSYCHOLOGY";"1895-1171";"Psychology, Experimental";"Psychologie";"SSCI";"VX"
"14530";"ADV EXP SOC PSYCHOL";"ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY";"0065-2601";"Psychology, Experimental";"Psychologie";"SSCI";"VX"
"14531";"ADV EXP SOC PSYCHOL";"ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY";"0065-2601";"Psychology, Social";"Psychologie";"SSCI";"WQ"
"14532";"ADV HEALTH SCI EDUC";"ADVANCES IN HEALTH SCIENCES EDUCATION";"1382-4996";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14533";"ADV LIFE COURSE RES";"ADVANCES IN LIFE COURSE RESEARCH";"1040-2608";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14534";"ADV NEONAT CARE";"ADVANCES IN NEONATAL CARE";"1536-0903";"Nursing";"Santé Publique";"SSCI";"RZ"
"14535";"ADV NURS SCI";"ADVANCES IN NURSING SCIENCE";"0161-9268";"Nursing";"Santé Publique";"SSCI";"RZ"
"14536";"ADV SKIN WOUND CARE";"ADVANCES IN SKIN & WOUND CARE";"1527-7941";"Nursing";"Santé Publique";"SSCI";"RZ"
"14537";"ADV STRATEG MANAGE";"ADVANCES IN STRATEGIC MANAGEMENT-A RESEARCH ANNUAL";"0742-3322";"Management";"Gestion-Finance";"SSCI";"PC"
"14538";"AFFILIA J WOM SOC WO";"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK";"0886-1099";"Social Work";"Santé Publique";"SSCI";"WY"
"14539";"AFFILIA J WOM SOC WO";"AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK";"0886-1099";"Women's Studies";"Sociologie et Autres Sciences Sociales";"SSCI";"ZK"
"14540";"AFR AFFAIRS";"AFRICAN AFFAIRS";"0001-9909";"Area Studies";"Géographie-Démographie-Ethnographie";"SSCI";"BM"
"14541";"AFR AFFAIRS";"AFRICAN AFFAIRS";"0001-9909";"Political Science";"Sciences Politiques";"SSCI";"UU"
"14542";"AFR ARCHAEOL REV";"AFRICAN ARCHAEOLOGICAL REVIEW";"0263-0338";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14543";"AFR ASIAN STUD";"AFRICAN AND ASIAN STUDIES";"1569-2094";"Area Studies";"Géographie-Démographie-Ethnographie";"SSCI";"BM"
"14544";"AFR DEV REV";"AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT";"1017-6772";"Development Studies";"Sciences Politiques";"SSCI";""
"14545";"AFR J LIBR ARCH INFO";"AFRICAN JOURNAL OF LIBRARY ARCHIVES AND INFORMATION SCIENCE";"0795-4778";"Information Science & Library Science";"Sciences de l’Information";"SSCI";"NU"
"14546";"AFR J REPROD HEALTH";"AFRICAN JOURNAL OF REPRODUCTIVE HEALTH";"1118-4841";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14547";"AFR JOURNAL STUD";"AFRICAN JOURNALISM STUDIES";"2374-3670";"Communication";"Autres Sciences Humaines";"SSCI";"EU"
"14548";"AFR LINGUIST";"AFRICANA LINGUISTICA";"0065-4124";"Linguistics";"Autres Sciences Humaines";"SSCI";"OT"
"14549";"AFR SPECTR";"AFRICA SPECTRUM";"0002-0397";"Area Studies";"Géographie-Démographie-Ethnographie";"SSCI";"BM"
"14550";"AFR STUD REV";"AFRICAN STUDIES REVIEW";"0002-0206";"Area Studies";"Géographie-Démographie-Ethnographie";"SSCI";"BM"
"14551";"AFR STUD-UK";"AFRICAN STUDIES";"0002-0184";"Area Studies";"Géographie-Démographie-Ethnographie";"SSCI";"BM"
"14552";"AFRICA";"AFRICA";"0001-9720";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14553";"AFRICA";"AFRICA";"0001-9720";"Area Studies";"Géographie-Démographie-Ethnographie";"SSCI";"BM"
"14554";"AGEING SOC";"AGEING & SOCIETY";"0144-686X";"Gerontology";"Santé Publique";"SSCI";"LJ"
"14555";"AGGRESS VIOLENT BEH";"AGGRESSION AND VIOLENT BEHAVIOR";"1359-1789";"Criminology & Penology";"Droit";"SSCI";"FE"
"14556";"AGGRESS VIOLENT BEH";"AGGRESSION AND VIOLENT BEHAVIOR";"1359-1789";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14557";"AGGRESSIVE BEHAV";"AGGRESSIVE BEHAVIOR";"0096-140X";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14558";"AGING MENT HEALTH";"AGING & MENTAL HEALTH";"1360-7863";"Gerontology";"Santé Publique";"SSCI";"LJ"
"14559";"AGING MENT HEALTH";"AGING & MENTAL HEALTH";"1360-7863";"Psychiatry";"Psychologie";"SSCI";"VE"
"14560";"AGING NEUROPSYCHOL C";"AGING NEUROPSYCHOLOGY AND COGNITION";"1382-5585";"Psychology, Developmental";"Psychologie";"SSCI";"MY"
"14561";"AGING NEUROPSYCHOL C";"AGING NEUROPSYCHOLOGY AND COGNITION";"1382-5585";"Psychology, Experimental";"Psychologie";"SSCI";"VX"
"14562";"AGR ECON-BLACKWELL";"AGRICULTURAL ECONOMICS";"0169-5150";"Economics";"Economie";"SSCI";"GY"
"14563";"AGR ECON-CZECH";"AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA";"0139-570X";"Economics";"Economie";"SSCI";"GY"
"14564";"AGR HUM VALUES";"AGRICULTURE AND HUMAN VALUES";"0889-048X";"Sociology";"Sociologie et Autres Sciences Sociales";"SSCI";"XA"
"14565";"AGRIBUSINESS";"AGRIBUSINESS";"0742-4477";"Economics";"Economie";"SSCI";"GY"
"14566";"AIBR-REV ANTROPOL IB";"AIBR-REVISTA DE ANTROPOLOGIA IBEROAMERICANA";"1695-9752";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14567";"AIDS BEHAV";"AIDS AND BEHAVIOR";"1090-7165";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14568";"AIDS BEHAV";"AIDS AND BEHAVIOR";"1090-7165";"Social Sciences, Biomedical";"Santé Publique";"SSCI";"WV"
"14569";"AIDS CARE";"AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV";"0954-0121";"Health Policy & Services";"Santé Publique";"SSCI";"LQ"
"14570";"AIDS CARE";"AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV";"0954-0121";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14571";"AIDS CARE";"AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV";"0954-0121";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14572";"AIDS CARE";"AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV";"0954-0121";"Social Sciences, Biomedical";"Santé Publique";"SSCI";"WV"
"14573";"AIDS EDUC PREV";"AIDS EDUCATION AND PREVENTION";"0899-9546";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14574";"AIDS EDUC PREV";"AIDS EDUCATION AND PREVENTION";"0899-9546";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14575";"AIDS PATIENT CARE ST";"AIDS PATIENT CARE AND STDS";"1087-2914";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14576";"AJAR-AFR J AIDS RES";"AJAR-AFRICAN JOURNAL OF AIDS RESEARCH";"1608-5906";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14577";"AJIDD-AM J INTELLECT";"AJIDD-AMERICAN JOURNAL ON INTELLECTUAL AND DEVELOPMENTAL DISABILITIES";"1944-7515";"Education, Special";"Sciences de l’Education";"SSCI";"HE"
"14578";"AJIDD-AM J INTELLECT";"AJIDD-AMERICAN JOURNAL ON INTELLECTUAL AND DEVELOPMENTAL DISABILITIES";"1944-7515";"Rehabilitation";"Santé Publique";"SSCI";"WC"
"14579";"ALCOHOL ALCOHOLISM";"ALCOHOL AND ALCOHOLISM";"0735-0414";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14580";"ALCOHOL RES-CURR REV";"ALCOHOL RESEARCH-CURRENT REVIEWS";"1535-7414";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14581";"ALTERNATIVES";"ALTERNATIVES";"0304-3754";"International Relations";"Sciences Politiques";"SSCI";"OE"
"14582";"AM ANN DEAF";"AMERICAN ANNALS OF THE DEAF";"0002-726X";"Education, Special";"Sciences de l’Education";"SSCI";"HE"
"14583";"AM ANN DEAF";"AMERICAN ANNALS OF THE DEAF";"0002-726X";"Rehabilitation";"Santé Publique";"SSCI";"WC"
"14584";"AM ANTHROPOL";"AMERICAN ANTHROPOLOGIST";"0002-7294";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14585";"AM ANTIQUITY";"AMERICAN ANTIQUITY";"0002-7316";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14586";"AM BANKRUPT LAW J";"AMERICAN BANKRUPTCY LAW JOURNAL";"0027-9048";"Law";"Droit";"SSCI";"OM"
"14587";"AM BEHAV SCI";"AMERICAN BEHAVIORAL SCIENTIST";"0002-7642";"Psychology, Clinical";"Psychologie";"SSCI";"EQ"
"14588";"AM BEHAV SCI";"AMERICAN BEHAVIORAL SCIENTIST";"0002-7642";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14589";"AM BUS LAW J";"AMERICAN BUSINESS LAW JOURNAL";"0002-7766";"Business";"Gestion-Finance";"SSCI";"DI"
"14590";"AM BUS LAW J";"AMERICAN BUSINESS LAW JOURNAL";"0002-7766";"Law";"Droit";"SSCI";"OM"
"14591";"AM CRIM LAW REV";"AMERICAN CRIMINAL LAW REVIEW";"0164-0364";"Law";"Droit";"SSCI";"OM"
"14592";"AM ECON J-APPL ECON";"AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS";"1945-7782";"Economics";"Economie";"SSCI";"GY"
"14593";"AM ECON J-ECON POLIC";"AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY";"1945-7731";"Economics";"Economie";"SSCI";"GY"
"14594";"AM ECON J-MACROECON";"AMERICAN ECONOMIC JOURNAL-MACROECONOMICS";"1945-7707";"Economics";"Economie";"SSCI";"GY"
"14595";"AM ECON J-MICROECON";"AMERICAN ECONOMIC JOURNAL-MICROECONOMICS";"1945-7669";"Economics";"Economie";"SSCI";"GY"
"14596";"AM ECON REV";"AMERICAN ECONOMIC REVIEW";"0002-8282";"Economics";"Economie";"SSCI";"GY"
"14597";"AM EDUC RES J";"AMERICAN EDUCATIONAL RESEARCH JOURNAL";"0002-8312";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14598";"AM ETHNOL";"AMERICAN ETHNOLOGIST";"0094-0496";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14599";"AM HIST REV";"AMERICAN HISTORICAL REVIEW";"0002-8762";"History";"Histoire-Archéologie";"SSCI";"MM"
"14600";"AM INDIAN ALASKA NAT";"AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH";"1533-7731";"Psychology, Clinical";"Psychologie";"SSCI";"EQ"
"14601";"AM J ADDICTION";"AMERICAN JOURNAL ON ADDICTIONS";"1055-0496";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14602";"AM J AGR ECON";"AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS";"0002-9092";"Economics";"Economie";"SSCI";"GY"
"14603";"AM J BIOETHICS";"AMERICAN JOURNAL OF BIOETHICS";"1526-5161";"Ethics";"Lettres-Philosophie";"SSCI";"HF"
"14604";"AM J BIOETHICS";"AMERICAN JOURNAL OF BIOETHICS";"1526-5161";"Social Issues";"Politiques Publiques";"SSCI";"WM"
"14605";"AM J BIOETHICS";"AMERICAN JOURNAL OF BIOETHICS";"1526-5161";"Social Sciences, Biomedical";"Santé Publique";"SSCI";"WV"
"14606";"AM J CLIN HYPN";"AMERICAN JOURNAL OF CLINICAL HYPNOSIS";"0002-9157";"Psychology, Clinical";"Psychologie";"SSCI";"EQ"
"14607";"AM J COMMUN PSYCHOL";"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY";"0091-0562";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14608";"AM J COMMUN PSYCHOL";"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY";"0091-0562";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14609";"AM J COMMUN PSYCHOL";"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY";"0091-0562";"Social Work";"Santé Publique";"SSCI";"WY"
"14610";"AM J COMP LAW";"AMERICAN JOURNAL OF COMPARATIVE LAW";"0002-919X";"Law";"Droit";"SSCI";"OM"
"14611";"AM J CRIM JUSTICE";"AMERICAN JOURNAL OF CRIMINAL JUSTICE";"1066-2316";"Criminology & Penology";"Droit";"SSCI";"FE"
"14612";"AM J DRUG ALCOHOL AB";"AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE";"0095-2990";"Psychology, Clinical";"Psychologie";"SSCI";"EQ"
"14613";"AM J DRUG ALCOHOL AB";"AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE";"0095-2990";"Substance Abuse";"Santé Publique";"SSCI";"GM"
"14614";"AM J ECON SOCIOL";"AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY";"0002-9246";"Economics";"Economie";"SSCI";"GY"
"14615";"AM J ECON SOCIOL";"AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY";"0002-9246";"Sociology";"Sociologie et Autres Sciences Sociales";"SSCI";"XA"
"14616";"AM J EDUC";"AMERICAN JOURNAL OF EDUCATION";"0195-6744";"Education & Educational Research";"Sciences de l’Education";"SSCI";"HA"
"14617";"AM J EVAL";"AMERICAN JOURNAL OF EVALUATION";"1098-2140";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14618";"AM J FAM THER";"AMERICAN JOURNAL OF FAMILY THERAPY";"0192-6187";"Family Studies";"Sociologie et Autres Sciences Sociales";"SSCI";"JO"
"14619";"AM J FAM THER";"AMERICAN JOURNAL OF FAMILY THERAPY";"0192-6187";"Psychology, Clinical";"Psychologie";"SSCI";"EQ"
"14620";"AM J GERIAT PSYCHIAT";"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY";"1064-7481";"Gerontology";"Santé Publique";"SSCI";"LJ"
"14621";"AM J GERIAT PSYCHIAT";"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY";"1064-7481";"Psychiatry";"Psychologie";"SSCI";"VE"
"14622";"AM J HEALTH BEHAV";"AMERICAN JOURNAL OF HEALTH BEHAVIOR";"1945-7359";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14623";"AM J HEALTH ECON";"AMERICAN JOURNAL OF HEALTH ECONOMICS";"2332-3493";"Economics";"Economie";"SSCI";"GY"
"14624";"AM J HEALTH ECON";"AMERICAN JOURNAL OF HEALTH ECONOMICS";"2332-3493";"Health Policy & Services";"Santé Publique";"SSCI";"LQ"
"14625";"AM J HEALTH PROMOT";"AMERICAN JOURNAL OF HEALTH PROMOTION";"0890-1171";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14626";"AM J HUM BIOL";"AMERICAN JOURNAL OF HUMAN BIOLOGY";"1042-0533";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14627";"AM J INT LAW";"AMERICAN JOURNAL OF INTERNATIONAL LAW";"0002-9300";"International Relations";"Sciences Politiques";"SSCI";"OE"
"14628";"AM J INT LAW";"AMERICAN JOURNAL OF INTERNATIONAL LAW";"0002-9300";"Law";"Droit";"SSCI";"OM"
"14629";"AM J LAW MED";"AMERICAN JOURNAL OF LAW & MEDICINE";"0098-8588";"Law";"Droit";"SSCI";"OM"
"14630";"AM J MANAG CARE";"AMERICAN JOURNAL OF MANAGED CARE";"1088-0224";"Health Policy & Services";"Santé Publique";"SSCI";"LQ"
"14631";"AM J MENS HEALTH";"AMERICAN JOURNAL OF MENS HEALTH";"1557-9883";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14632";"AM J NURS";"AMERICAN JOURNAL OF NURSING";"0002-936X";"Nursing";"Santé Publique";"SSCI";"RZ"
"14633";"AM J OCCUP THER";"AMERICAN JOURNAL OF OCCUPATIONAL THERAPY";"0272-9490";"Rehabilitation";"Santé Publique";"SSCI";"WC"
"14634";"AM J ORTHOPSYCHIAT";"AMERICAN JOURNAL OF ORTHOPSYCHIATRY";"0002-9432";"Social Work";"Santé Publique";"SSCI";"WY"
"14635";"AM J PHYS ANTHROPOL";"AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY";"0002-9483";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14636";"AM J POLIT SCI";"AMERICAN JOURNAL OF POLITICAL SCIENCE";"0092-5853";"Political Science";"Sciences Politiques";"SSCI";"UU"
"14637";"AM J PSYCHIAT";"AMERICAN JOURNAL OF PSYCHIATRY";"0002-953X";"Psychiatry";"Psychologie";"SSCI";"VE"
"14638";"AM J PSYCHOL";"AMERICAN JOURNAL OF PSYCHOLOGY";"0002-9556";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14639";"AM J PUBLIC HEALTH";"AMERICAN JOURNAL OF PUBLIC HEALTH";"0090-0036";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14640";"AM J SOCIOL";"AMERICAN JOURNAL OF SOCIOLOGY";"0002-9602";"Sociology";"Sociologie et Autres Sciences Sociales";"SSCI";"XA"
"14641";"AM J SPEECH-LANG PAT";"AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY";"1058-0360";"Linguistics";"Autres Sciences Humaines";"SSCI";"OT"
"14642";"AM J SPEECH-LANG PAT";"AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY";"1058-0360";"Rehabilitation";"Santé Publique";"SSCI";"WC"
"14643";"AM LAW ECON REV";"AMERICAN LAW AND ECONOMICS REVIEW";"1465-7252";"Economics";"Economie";"SSCI";"GY"
"14644";"AM LAW ECON REV";"AMERICAN LAW AND ECONOMICS REVIEW";"1465-7252";"Law";"Droit";"SSCI";"OM"
"14645";"AM POLIT RES";"AMERICAN POLITICS RESEARCH";"1532-673X";"Political Science";"Sciences Politiques";"SSCI";"UU"
"14646";"AM POLIT SCI REV";"AMERICAN POLITICAL SCIENCE REVIEW";"0003-0554";"Political Science";"Sciences Politiques";"SSCI";"UU"
"14647";"AM PSYCHOL";"AMERICAN PSYCHOLOGIST";"0003-066X";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14648";"AM REV PUBLIC ADM";"AMERICAN REVIEW OF PUBLIC ADMINISTRATION";"0275-0740";"Public Administration";"Sciences Politiques";"SSCI";"VM"
"14649";"AM SOCIOL REV";"AMERICAN SOCIOLOGICAL REVIEW";"0003-1224";"Sociology";"Sociologie et Autres Sciences Sociales";"SSCI";"XA"
"14650";"AM SPEECH";"AMERICAN SPEECH";"0003-1283";"Linguistics";"Autres Sciences Humaines";"SSCI";"OT"
"14651";"AMERICAS";"AMERICAS";"0003-1615";"History";"Histoire-Archéologie";"SSCI";"MM"
"14652";"AMFITEATRU ECON";"AMFITEATRU ECONOMIC";"1582-9146";"Business";"Gestion-Finance";"SSCI";"DI"
"14653";"AMFITEATRU ECON";"AMFITEATRU ECONOMIC";"1582-9146";"Economics";"Economie";"SSCI";"GY"
"14654";"AMFITEATRU ECON";"AMFITEATRU ECONOMIC";"1582-9146";"Management";"Gestion-Finance";"SSCI";"PC"
"14655";"AMME IDARESI DERG";"AMME IDARESI DERGISI";"1300-1795";"Public Administration";"Sciences Politiques";"SSCI";"VM"
"14656";"AN PSICOL-SPAIN";"ANALES DE PSICOLOGIA";"0212-9728";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14657";"AN SIST SANIT NAVAR";"ANALES DEL SISTEMA SANITARIO DE NAVARRA";"1137-6627";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14658";"ANAL METHODS ACCID R";"ANALYTIC METHODS IN ACCIDENT RESEARCH";"2213-6657";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14659";"ANAL METHODS ACCID R";"ANALYTIC METHODS IN ACCIDENT RESEARCH";"2213-6657";"Transportation";"Politiques Publiques";"SSCI";"YQ"
"14660";"ANAL SOC ISS PUB POL";"ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY";"1529-7489";"Psychology, Social";"Psychologie";"SSCI";"WQ"
"14661";"ANAL SOC ISS PUB POL";"ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY";"1529-7489";"Social Issues";"Politiques Publiques";"SSCI";"WM"
"14662";"ANDAMIOS";"ANDAMIOS";"1870-0063";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14663";"ANN AM ACAD POLIT SS";"ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE";"0002-7162";"Political Science";"Sciences Politiques";"SSCI";"UU"
"14664";"ANN AM ACAD POLIT SS";"ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE";"0002-7162";"Social Sciences, Interdisciplinary";"Sociologie et Autres Sciences Sociales";"SSCI";"WU"
"14665";"ANN AM ASSOC GEOGR";"ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS";"2469-4452";"Geography";"Géographie-Démographie-Ethnographie";"SSCI";"KU"
"14666";"ANN BEHAV MED";"ANNALS OF BEHAVIORAL MEDICINE";"0883-6612";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
"14667";"ANN CLIN PSYCHIATRY";"ANNALS OF CLINICAL PSYCHIATRY";"1040-1237";"Psychiatry";"Psychologie";"SSCI";"VE"
"14668";"ANN DYSLEXIA";"ANNALS OF DYSLEXIA";"0736-9387";"Education, Special";"Sciences de l’Education";"SSCI";"HE"
"14669";"ANN DYSLEXIA";"ANNALS OF DYSLEXIA";"0736-9387";"Rehabilitation";"Santé Publique";"SSCI";"WC"
"14670";"ANN ECON FINANC";"ANNALS OF ECONOMICS AND FINANCE";"1529-7373";"Economics";"Economie";"SSCI";"GY"
"14671";"ANN GEN PSYCHIATR";"ANNALS OF GENERAL PSYCHIATRY";"1744-859X";"Psychiatry";"Psychologie";"SSCI";"VE"
"14672";"ANN HUM BIOL";"ANNALS OF HUMAN BIOLOGY";"0301-4460";"Anthropology";"Histoire-Archéologie";"SSCI";"BF"
"14673";"ANN HUM BIOL";"ANNALS OF HUMAN BIOLOGY";"0301-4460";"Public, Environmental & Occupational Health";"Santé Publique";"SSCI";"NE"
"14674";"ANN PSYCHOL";"ANNEE PSYCHOLOGIQUE";"0003-5033";"Psychology, Multidisciplinary";"Psychologie";"SSCI";"VJ"
