UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE;
 ;THERAPEUTICS AND CLINICAL RISK MANAGEMENT;INTERPROFESSIONAL SAFETY REPORTING AND REVIEW OF ADVERSE EVENTS AND MEDICATION ERRORS IN CRITICAL CARE;SCHWEBEL, CAROLE;" INSERM, U1039 RADIOPHARMACEUT BIOCLIN, F-38700 LA TRONCHE, FRANCE.;";
 ;EXPERIMENTAL HEMATOLOGY & ONCOLOGY;MULTI-ORGAN FAILURE INDUCED BY NIVOLUMAB IN THE CONTEXT OF ALLO-STEM CELL TRANSPLANTATION;SCHWEBEL, CAROLE;" INSERM, U1039, GRENOBLE, FRANCE.; ";
 ;AGING AND DISEASE;SUBCLINICAL HYPOTHYROIDISM: IS IT REALLY SUBCLINICAL WITH AGING?;GAUCHEZ, ANNE-SOPHIE;" UMR S INSERM 1039, F-38000 GRENOBLE, FRANCE.; ";
 ;NATURE PHOTONICS;ULTRAVIOLET-VISIBLE-NEAR-INFRARED OPTICAL PROPERTIES OF AMYLOID FIBRILS SHED LIGHT ON AMYLOIDOGENESIS;SALLANON, MARCELLE MOULIN;" INSERM, U 1039, LA TRONCHE, FRANCE.; ";
 ;SCIENTIFIC REPORTS;VALIDATION OF AN APNEA AND HYPOPNEA DETECTION ALGORITHM IMPLEMENTED IN IMPLANTABLE CARDIOVERTER DEFIBRILLATORS. THE AIRLESS STUDY;"DEFAYE, PASCAL; JACON, PEGGY; VENIER, SANDRINE";" INSERM, U 1039, GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROSPECTIVE DIAGNOSTIC PERFORMANCE OF SEMICONDUCTOR SPECT MYOCARDIAL PERFUSION IMAGING: WALL THICKENING ANALYSIS REDUCES THE NEED FOR AN ADDITIONAL PRONE ACQUISITION;"DJAILEB, LOIC; DE LEIRIS, NICOLAS; LEENHARDT, JULIEN; CANU, MARJORIE; CARABELLI, ADRIEN; DUMAS, LAURENT; BROISAT, ALEXIS; VANZETTO, GERALD; FAGRET, DANIEL; GHEZZI, CATHERINE; BARONE-ROCHETTE, GILLES; RIOU, LAURENT M.;";" INSERM, U1039, RADIOPHARMACEUT BIOCLIN, FAC MED GRENOBLE, F-38700 LA TRONCHE, FRANCE.; ";
 ;EPILEPSIA;EARLY REDUCED DOPAMINERGIC TONE MEDIATED BY D3 RECEPTOR AND DOPAMINE TRANSPORTER IN ABSENCE EPILEPTOGENESIS;"BROISAT, ALEXIS; GHEZZI, CATHERINE";" NATL INST HLTH & MED RES, MIXED UNIT RES U1039, BIOCLIN RADIOPHARMACEUT, GRENOBLE, FRANCE.; ";
 ;HYPERTENSION;CLINIC VERSUS AMBULATORY BLOOD PRESSURE IN RESISTANT HYPERTENSION: IMPACT OF ANTIHYPERTENSIVE MEDICATION NONADHERENCE: A POST HOC ANALYSIS THE DENERHTN STUDY;ORMEZZANO, OLIVIER;" INSERM, U1039, BIOCLIN RADIOPHARMACEUT LAB, GRENOBLE, FRANCE.; ";
 ;CLINICAL CHEMISTRY AND LABORATORY MEDICINE;A CHALLENGING CASE: HIGHLY VARIABLE TSH IN A MOTHER AND HER TWO CHILDREN;GAUCHEZ, ANNE-SOPHIE;" INSERM, UMR S 1039, GRENOBLE, FRANCE.; ";
 ;JOURNAL OF NUCLEAR CARDIOLOGY;SUBOPTIMAL PERFORMANCE OF CARDIOVASCULAR MAGNETIC RESONANCE IMAGING FOR THE ASSESSMENT OF MYOCARDIAL VIABILITY AT THE EARLY PHASE OF AN ACUTE CORONARY SYNDROME: USEFULNESS OF SPECT MYOCARDIAL PERFUSION IMAGING;"DJAILEB, LOIC; RIOU, LAURENT; BROISAT, ALEXIS; FAGRET, DANIEL; GHEZZI, CATHERINE; VANZETTO, GERALD; BARONE-ROCHETTE, GILLES";" INSERM, U1039, BIOCLIN RADIOPHARMACEUT LAB, GRENOBLE ALPES, FRANCE.; ";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;SPECT MYOCARDIAL PERFUSION IMAGING REVEALS INCREASED MYOCARDIAL PERFUSION ENTROPY IN A RODENT MODEL OF TYPE 2 DIABETES PRONE TO CORONARY MICROVASCULAR DYSFUNCTION;"CARABELLI, A.;; CANU, M.;; FRAGUAS-RUBIO, A.;; BROISAT, A.;; MIRANDA, J.;; VANZETTO, G.;; FAGRET, D.;; DJAILEB, L.;; GHEZZI, C.;; BARONE-ROCHETTE, G.;; RIOU, L.;";" INSERM, U1039 RADIOPHARMACEUT BIOCLIN, GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROSPECTIVE DIAGNOSTIC PERFORMANCE OF SEMI-CONDUCTOR SPECT MYOCARDIAL PERFUSION IMAGING: WALL THICKENING ANALYSIS OVERCOMES THE LACK OF PRONE ACQUISITION;"DJAILEB, L.;; DE LEIRIS, N.;; SEILLER, A.;; LEENHARDT, J.;; CANU, M.;; BROISAT, A.;; VANZETTO, G.;; FAGRET, D.;; GHEZZI, C.;; RIOU, L.;; BARONE-ROCHETTE, G.;";" INSERM, U1039 RADIOPHARMACEUT BIOCLIN, GRENOBLE, FRANCE.; ";
 ;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROGNOSTIC VALUE OF MYOCARDIAL PERFUSION ENTROPY QUANTIFIED FROM SPECT MYOCARDIAL PERFUSION IMAGES;"DJAILEB, L.;; SEILLER, A.;; FRAGUAS-RUBIO, A.;; LEENHARDT, J.;; POUJOL, J.;; BROISAT, A.;; MIRANDA, J.;; VANZETTO, G.;; FAGRET, D.;; GHEZZI, C.;; RIOU, L.;; BARONE-ROCHETTE, G.;";" INSERM, U1039 RADIOPHARMACEUT BIOCLIN, GRENOBLE, FRANCE.; ";
LRP;;;;;
 ;INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES;FABRICATION AND CHARACTERIZATION OF HYBRID SODIUM MONTMORILLONITE/TIO2 REINFORCED CROSS-LINKED WHEAT STARCH-BASED NANOCOMPOSITES;"AKO, K.;";" UGA, LRP, F-38000 GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES;FABRICATION AND CHARACTERIZATION OF HYBRID SODIUM MONTMORILLONITE/TIO2 REINFORCED CROSS-LINKED WHEAT STARCH-BASED NANOCOMPOSITES;"AKO, K.;";" CNRS, LRP, F-38000 GRENOBLE, FRANCE.;";
 ;MOLECULES;SONOCHEMICAL DEGRADATION OF BENZOTHIOPHENE (BT) IN DEIONIZED WATER, NATURAL WATER AND SEA WATER;PETRIER, CHRISTIAN;" UJF GRENOBLE, CNR, INP, LAB RHEOL & PROC,RHEOL & PROC LAB,UMR 5520, DOMAINE UNIV, F-38041 GRENOBLE, FRANCE.; ";
 ;POLYMER BULLETIN;EXTRUSION OF NAFION AND AQUIVION MEMBRANES: ENVIRONMENTALLY FRIENDLY PROCEDURE AND GOOD CONDUCTIVITIES;EL KISSI, NADIA;" UJF, LAB RHEOL, UMR 5520, CNRS,INPG, F-38000 GRENOBLE, FRANCE.; ";
 ;SCIENCE OF ADVANCED MATERIALS;STUDY OF SONOCHEMICAL EFFECT ON DIBENZOTHIOPHENE IN DEIONIZED WATER, NATURAL WATER AND SEA WATER;PETRIER, CHRISTIAN;" LAB RHEOL & PROC, F-38400 GRENOBLE, FRANCE.; ";
LTM;;;;;
 ;2019 IEEE 32ND INTERNATIONAL CONFERENCE ON MICROELECTRONIC TEST STRUCTURES (ICMTS);PROBING IMPACT ON PAD MOISTURE TIGHTNESS: A CHALLENGE FOR PAD SIZE REDUCTION;"VIDAL-DHO, MATTHIAS; GONON, PATRICE";" CNRS, LTM, 17 AVE MARTYRS, F-38054 GRENOBLE, FRANCE.;";
 ;2019 COMPOUND SEMICONDUCTOR WEEK (CSW);HIGH-QUALITY EPITAXIAL GROWTH OF ALGAINAS-BASED ACTIVE STRUCTURE ON A DIRECTLY-BONDED INPOSI SUBSTRATE;"BESANCON, CLAIRE; BASSANI, FRANCK; DAVID, SYLVAIN; BARON, THIERRY";" CNRS, CEA LETI MINATEC, LTM, F-38054 GRENOBLE, FRANCE.;";
 ;2019 IEEE INTERNATIONAL INTEGRATED RELIABILITY WORKSHOP (IIRW);MOISTURE INFLUENCE ON RELIABILITY AND ELECTRICAL CHARACTERISTICS OF SIOC:H LOW-KAPPA DIELECTRIC MATERIAL;"VIDAL-DHO, MATTHIAS; GONON, PATRICE; PELISSIER, BERNARD";" LTM, CNRS, 17 AVE MARTYRS, F-38054 GRENOBLE, FRANCE.; ";
 ;APPLIED SURFACE SCIENCE;SILICON AND SILICON-GERMANIUM NANOPARTICLES OBTAINED BY PULSED LASER DEPOSITION;"HAFFNER, T.;";" CNRS LTM, 17 AVE MARTYRS, F-38054 GRENOBLE, FRANCE.;";
 ;MICROELECTRONIC ENGINEERING;IGE DETECTION IN ALLERGIC PATIENT'S SERUM BY ABSORPTION ANALYSIS OF BIOFUNCTIONALISED MICROPARTICLES;"GONZALEZ, TONATIUH YESCAS; LEONARD, ANTHONY; GAUDE, VICTOR; ZELSMANN, MARC; PEYRADE, DAVID";" CEA LETI, LAB TECHNOL MICROELECT, LTM CNRS UGA, 17 AV MARTYRS, F-38054 GRENOBLE, FRANCE.; ";
 ;ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY;GAAS WET AND SICONI CLEANING SEQUENCES FOR AN EFFICIENT OXIDE REMOVAL;"RAYNAL, P.; E.;; VALLIER, L.;; MARTIN, M.;";" CEA, CNRS, LTM, LETI, F-38054 GRENOBLE, FRANCE.; ";
 ;NANOTECHNOLOGY;WAFER-SCALE HFO2 ENCAPSULATED SILICON NANOWIRE FIELD EFFECT TRANSISTOR FOR EFFICIENT LABEL-FREE DNA HYBRIDIZATION DETECTION IN DRY ENVIRONMENT;TERNON, CELINE;" CNRS, LTM, GRENOBLE, FRANCE.;";
 ;JOURNAL OF ELECTROANALYTICAL CHEMISTRY;ONE-YEAR STABILITY OF GLUCOSE DEHYDROGENASE CONFINED IN A 3D CARBON NANOTUBE ELECTRODE WITH COATED POLY-METHYLENE GREEN: APPLICATION AS BIOANODE FOR A GLUCOSE BIOFUEL CELL;"ZELSMANNE, M.;";" CEA LETI, LAB TECHNOL MICROELECT, LTM CNRS UJF, 17 AV MARTYRS, F-38054 GRENOBLE, FRANCE.; ";
 ;MICROELECTRONIC ENGINEERING;GESN SURFACE PREPARATION BY WET CLEANING AND IN-SITU PLASMA TREATMENTS PRIOR TO METALLIZATION;"RAYNAL, P.; E.;; VALLIER, L.;";" CEA, CNRS, LTM, LETI, 17 RUE MARTYRS, F-38054 GRENOBLE, FRANCE.; ";
 ;ACS APPLIED NANO MATERIALS;CF4/H-2 PLASMA CLEANING OF GRAPHENE REGENERATES ELECTRONIC PROPERTIES OF THE PRISTINE MATERIAL;"FERRAH, DJAWHAR; ARIAS-ZAPATA, JAVIER; CUNGE, GILLES";" CNRS, LAB TECHNOL MICROELECT, F-38054 GRENOBLE, FRANCE.; ";
 ;IEEE TRANSACTIONS ON ELECTRON DEVICES;CONTROLLING THE CURRENT CONDUCTION ASYMMETRY OF HFO2 METAL-INSULATOR-METAL DIODES BY INTERPOSING AL2O3 LAYER;"JEON, WOOJIN; SALICIO, OLIVIER; CHAKER, AHMAD; GONON, PATRICE; VALLEE, CHRISTOPHE";" FRENCH NATL CTR SCI RES CNRS, MICROELECT TECHNOL LAB, MINATEC CAMPUS, F-38054 GRENOBLE, FRANCE.; ";
MEM;;;;;
 ;MATERIALS HORIZONS;HOST DEPENDENCE OF THE ELECTRON AFFINITY OF MOLECULAR DOPANTS;DUCHEMIN, IVAN;" GRENOBLES ALPES UNIV, CEA, INAC, MEM,L SIM, F-38000 GRENOBLE, FRANCE.; ";
 ;NANOIMPACT;PHYSICOCHEMICAL ALTERATIONS AND TOXICITY OF INP ALLOYED QUANTUM DOTS AGED IN ENVIRONMENTAL CONDITIONS: A SAFER BY DESIGN EVALUATION;"JOUNEAU, P.; -H.;";" UNIV GRENOBLE GRENOBLE ALPES, CEA, CNRS, INAC MEM,LEMMA, F-38000 GRENOBLE, FRANCE.; ";
 ;ADVANCED MATERIALS INTERFACES;ROOM TEMPERATURE COMMENSURATE CHARGE DENSITY WAVE IN EPITAXIAL STRAINED TITE2 MULTILAYER FILMS;"ALVAREZ, CARLOS; OKUNO, HANAKO; RENAUD, GILLES";" CEA, INAC, MEM, F-38054 GRENOBLE, FRANCE.; ";
 ;APPLIED PHYSICS LETTERS;POLARITY CONVERSION OF GAN NANOWIRES GROWN BY PLASMA-ASSISTED MOLECULAR BEAM EPITAXY;ROUVIERE, JEAN-LUC;" CEA, INAC MEM, LEMMA, F-38000 GRENOBLE, FRANCE.;";
 ;NANOTECHNOLOGY;SPONTANEOUS INTERCALATION OF GA AND IN BILAYERS DURING PLASMA-ASSISTED MOLECULAR BEAM EPITAXY GROWTH OF GAN ON GRAPHENE ON SIC;"MOLLARD, NICOLAS; OKUNO, HANAKO";" CEA, INAC MEM, LEMMA, F-38000 GRENOBLE, FRANCE.; ";
PACTE;;;;;
PHELIQS;;;;;
 ;PHYSICAL REVIEW B;HIGH-FIELD PHASE DIAGRAM OF THE HEAVY-FERMION METAL CEIN3: PULSED-FIELD NMR STUDY ON SINGLE CRYSTALS UP TO 56 T;"AOKI, D.;";" CEA GRENOBLE UGA, INAC PHELIQS, F-38000 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN;MAGNETIC-FIELD-INDUCED PHENOMENA IN THE PARAMAGNETIC SUPERCONDUCTOR UTE2;"VALISKA, MICHAL; BRAITHWAITE, DANIEL; LAPERTOT, GERARD; KNEBEL, GEORG; POURRET, ALEXANDRE; BRISON, JEAN-PASCAL; FLOUQUET, JACQUES; AOKI, DAI";" CEA, IRIG PHELIQS, F-38000 GRENOBLE, FRANCE.; ";
 ;SEMICONDUCTOR SCIENCE AND TECHNOLOGY;ON INTRINSIC STOKES SHIFT IN WIDE GAN/ALGAN POLAR QUANTUM WELLS;"BELLET-AMALRIC, E.;; MONROY, E.;";" UNIV GRENOBLEALPES, CEA, IRIG DEPHY PHELIQS NPSC, 17 AVE MARTYRS, F-38054 GRENOBLE 9, FRANCE.;";
 ;JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN;CALORIMETRIC STUDY ON EUCOGE3 AND EURH2IN8 UNDER PRESSURE;"MUTHU, SANKARAN ESAKKI; BRAITHWAITE, DANIEL; SALCE, BERNARD";" CEA GRENOBLE, IRIG PHELIQS, F-38000 GRENOBLE, FRANCE.; ";
 ;PHYSICAL REVIEW B;HIGH-FIELD MOMENT POLARIZATION IN THE ITINERANT FERROMAGNET URHSI;"FLOUQUET, J.;";" INAC PHELIQS, CEA, F-38000 GRENOBLE, FRANCE.;";
 ;NANOTECHNOLOGY;SPONTANEOUS INTERCALATION OF GA AND IN BILAYERS DURING PLASMA-ASSISTED MOLECULAR BEAM EPITAXY GROWTH OF GAN ON GRAPHENE ON SIC;"FELDBERG, NATHANIEL; GRUART, MARION; DAUDIN, BRUNO";" CEA, INAC PHELIQS NANOPHYS & SEMICOND GRP, F-38000 GRENOBLE, FRANCE.; ";
 ;PHYSICAL REVIEW B;INFLUENCE OF THE QUASIPARTICLE SPECTRAL WEIGHT IN FESE ON SPECTROSCOPIC, MAGNETIC, AND THERMODYNAMIC PROPERTIES;"MARCENAT, C.;";" CEA, INAC, PHELIQS, LATEQS, F-38000 GRENOBLE, FRANCE.;";
SBT;;;;;
 ;PHYSICAL REVIEW FLUIDS;VIBRATION-INDUCED THERMAL INSTABILITIES IN SUPERCRITICAL FLUIDS IN THE ABSENCE OF GRAVITY;GANDIKOTA, GURUNATH;" UJF GRENOBLE 1, UMR E CEA, SBT, INAC, F-38054 GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER;FLOW AND HEAT TRANSFER AROUND A DIAMOND-SHAPED CYLINDER AT MODERATE REYNOLDS NUMBER;"SOCHINSKII, A.;; MUNOZ, M.; MEDRANO; LUCHIER, N.;";" INAC SBT, GRENOBLE, FRANCE.; ";
 ;PHYSICAL REVIEW E;TURBIDITY DATA OBTAINED FROM IMAGE ANALYSIS IN NEAR CRITICAL HYDROGEN;"GANDIKOTA, GURUNATH; CHATAIN, DENIS; BEYSENS, DANIEL";" CEA, IRIG, DSBT, F-38000 GRENOBLE, FRANCE.; ";
SIMAP;;;;;
 ;INTERNATIONAL JOURNAL OF NANOMEDICINE;BIOLOGICAL RESPONSE OF CHEMICALLY TREATED SURFACE OF THE ULTRAFINE-GRAINED TI-6AL-7NB ALLOY FOR BIOMEDICAL APPLICATIONS;JORGE JUNIOR, ALBERTO MOREIRA;" SIMAP LABS, F-38000 GRENOBLE, FRANCE.;";
 ;MAGNETOHYDRODYNAMICS;SPACE THERMO ACOUSTIC RADIO-ISOTOPIC POWER SYSTEM: SPACE TRIPS;"ALEMANY, A.;";" DOMAINE UNIV, SIMAP, BP 75-38402 ST MARTIN HERES, GRENOBLE, FRANCE.;";
 ;SCANNING;NOVEL TEM MICROSCOPY AND ELECTRON DIFFRACTION TECHNIQUES TO CHARACTERIZE CULTURAL HERITAGE MATERIALS: FROM ANCIENT GREEK ARTEFACTS TO MAYA MURAL PAINTINGS;"RAUCH, EDGAR F.;";" UJF, CNRS, GRENOBLE INP, SIMAP, BP 46, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;MEDICAL IMAGING 2019: PHYSICS OF MEDICAL IMAGING;3D HISTOPATHOLOGY SPECKLE PHASE CONTRAST IMAGING: FROM SYNCHROTRON TO CONVENTIONAL SOURCES;"LHUISSIER, PIERRE; SALVO, LUC";" SIMAP, GPM2, GRENOBLE, FRANCE.;";
 ;MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING;ANALYSIS OF THE MICRO AND SUBSTRUCTURAL EVOLUTION DURING SEVERE PLASTIC DEFORMATION OF ARMCO IRON AND CONSEQUENCES IN MECHANICAL PROPERTIES;"JORGE, ALBERTO MOREIRA, JR.;";" GRENOBLE UNIV, SIMAP LAB, CNRS, UMR 5266, BP 75, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;SURFACE & COATINGS TECHNOLOGY;DEPOSITION AND CHARACTERIZATION OF (TI, AL)N COATINGS DEPOSITED BY THERMAL LPCVD IN AN INDUSTRIAL REACTOR;"FISCHER, EVELYNE; PONS, MICHEL; BLANQUET, ELISABETH";" GRENOBLE INP UJF CNRS, LAB SCI & INGN MAT & PROC SIMAP, DOMAINE UNIV,BP 75,1130 RUE PISCINE, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;JOURNAL OF THE AMERICAN CERAMIC SOCIETY;SPARK PLASMA SINTERING MICROSCOPIC MECHANISMS OF METALLIC SYSTEMS: EXPERIMENTS AND SIMULATIONS;CHAIX, JEAN-MARC;" INP GRENOBLE, CNRS, UMR 5266, SIMAP, ST MARTIN DHERES, FRANCE.; ";
 ;CRYSTENGCOMM;CZOCHRALSKI CRYSTAL GROWTH AND CHARACTERIZATION OF LARGE LANGATATE (LA3GA5.5TA0.5O14, LGT) CRYSTALS FOR SAW APPLICATIONS;"GEGOT, F.;; DUFAR, T.;";" SIMAP EPM, 1340 RUE PISCINE,BP 75, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;MATERIALS SCIENCE AND TECHNOLOGY;THE STRUCTURE SOLUTION OF THE F-TYPE I-ZNMGHF FROM THE X-RAY DIFFRACTION;DE BOISSIEU, MARC;" CNRS, SIMAP, GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL JOURNAL OF THERMAL SCIENCES;A 2D(1/2) MODEL FOR NATURAL CONVECTION AND SOLIDIFICATION IN A NARROW ENCLOSURE;"ZAIDAT, K.;; FAUTRELLE, Y.;";" CNRS SIMAP EPM PHELMA, BP 75, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;EUROPEAN JOURNAL OF MECHANICS A-SOLIDS;SOME NEW APPLICATIONS OF A SECOND-GRADIENT MODEL FOR POROUS DUCTILE MATERIALS;MAS, FANNY;" GRENOBLE INP, CNRS, UMR 5266, SIMAP, 1130 RUE PISCINE,DOMAINE UNIV, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;MATERIALS LETTERS;INFLUENCE OF A STATIC MAGNETIC FIELD ON THE DISTRIBUTION OF SOLUTE CU AND INTERDENDRITIC CONSTITUTIONAL UNDERCOOLING IN DIRECTIONALLY SOLIDIFIED AL-4.5WT.% CU ALLOY;"GAGNOUD, ANNIE; FAUTRELLE, YVES; LI, XI";" CNRS, PHELMA, G INP, SIMAP EPM MADYLAM, BP 75, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;METALS;FORMATION OF METALLIC GLASS COATINGS BY DETONATION SPRAYING OF A FE66CR10NB5B19 POWDER;JORGE JR, ALBERTO MOREIRA;" SIMAP, F-38000 GRENOBLE, FRANCE.;";
 ;INTERNATIONAL JOURNAL OF HYDROGEN ENERGY;FIRST PRINCIPLE INVESTIGATION ON HYDROGEN SOLID STORAGE IN ZR1-XNBXNIH3 (X=0 AND 0.1);"ZAIDAT, K.;";" UNIV GRENOBLE, SIMAP EPM, BP 75, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;JOURNAL OF MATERIALS CHEMISTRY A;STRONG MAGNETIC FIELD-DUAL-ASSISTED FABRICATION OF HETEROGENEOUS SULFIDE-BASED HOLLOW NANOCHAIN ELECTRODES FOR HIGH-RATE SUPERCAPACITORS;"FAUTRELLE, YVES; GAGNOUD, ANNIE; LI, XI";" ENSHMG, SIMAP EPM MADYLAM G INP CNRS, BP 38402, F-38402 ST MARTIN DHERES, FRANCE.;";
 ;SCIENTIFIC REPORTS;ATOMIC-SCALE VISCOPLASTICITY MECHANISMS REVEALED IN HIGH DUCTILITY METALLIC GLASS FILMS;"GHIDELLI, MATTEO; GRAVIER, SEBASTIEN; BLANDIN, JEAN-JACQUES";" UNIV GRENOBLE, CNRS, UJF GRENOBLE INP, SCI & ENGN MAT & PROC,SIMAP, BP46, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;THERMOCHIMICA ACTA;ASSESSMENT OF THERMODYNAMIC DATA FOR CUCRO2 DELAFOSSITE FROM CALORIMETRIC MEASUREMENTS;"PISCH, A.;";" GRENOBLE INP, SIMAP, UGA, CNRS, F-38000 GRENOBLE, FRANCE.; ";
 ;MATERIALS & DESIGN;INFLUENCE OF STATIC MAGNETIC FIELD ON MICROSTRUCTURE AND MECHANICAL BEHAVIOR OF SELECTIVE LASER MELTED ALSI10MG ALLOY;"FAUTRELLE, YVES; LI, XI";" CNRS, SIMAP EPM MADYLAM, G INP, PHELMA, BP 75, F-38402 ST MARTIN DHERES, FRANCE.; ";
 ;JOURNAL OF THE AMERICAN CERAMIC SOCIETY;PREFACE FOR THE SPECIAL SECTION OF THE JACERS ON SINTERING;BOUVARD, DIDIER;" GRENOBLE INP, SIMAP, ST MARTIN DHERES, FRANCE.; ";
 ;IUCRJ;STRESS-INDUCED DETWINNING AND MARTENSITE TRANSFORMATION IN AN AUSTENITE NI-MN-GA ALLOY WITH MARTENSITE CLUSTER UNDER UNIAXIAL LOADING;FAUTRELLE, YVES;" ENSHMG, EPM MADYLAM, BP 38402, ST MARTIN DHERES, FRANCE.; ";
 ;SCRIPTA MATERIALIA;A SPECIAL SINGLE VARIANT ZONE IN DIRECTIONALLY SOLIDIFIED NI-MN-GA ALLOY;"FAUTRELLE, YVES; LI, XI";" ENSHMG, EPM MADYLAM, BP 38402, ST MARTIN DHERES, FRANCE.; ";
SPINTEC;;;;;
 ;SURFACE ENGINEERING;CHARACTERISATION OF ELECTROPLATED NI45FE55 THIN FILMS ON N-SI (111);"DAHMANE, Y.;";" SPINTEC CEA, GRENOBLE, FRANCE.;";
SYMMES;;;;;
 ;NANOIMPACT;PHYSICOCHEMICAL ALTERATIONS AND TOXICITY OF INP ALLOYED QUANTUM DOTS AGED IN ENVIRONMENTAL CONDITIONS: A SAFER BY DESIGN EVALUATION;"TARANTINI, ADELINE; DUSSERT, FANNY; BEAL, DAVID; CARRIERE, MARIE";" UNIV GRENOBLE GRENOBLE ALPES, CEA, CNRS, INAC SYMMES,CIBEST, F-38000 GRENOBLE, FRANCE.; ";
 ;NANOIMPACT;PHYSICOCHEMICAL ALTERATIONS AND TOXICITY OF INP ALLOYED QUANTUM DOTS AGED IN ENVIRONMENTAL CONDITIONS: A SAFER BY DESIGN EVALUATION;"WEGNER, K.; DAVID; MATTERA, LUCIA; LINCHENEAU, CHRISTOPHE; REISS, PETER";" UNIV GRENOBLE GRENOBLE ALPES, CEA, CNRS, INAC SYMMES,STEP, F-38000 GRENOBLE, FRANCE.; ";
 ;ANGEWANDTE CHEMIE-INTERNATIONAL EDITION;INTRACELLULAR LOCALIZATION OF AN OSMOCENYL-TAMOXIFEN DERIVATIVE IN BREAST CANCER CELLS REVEALED BY SYNCHROTRON RADIATION X-RAY FLUORESCENCE NANOIMAGING;CARRIERE, MARIE;" UNIV GRENOBLE GRENOBLE ALPES, CEA, CIBEST, CNRS,INAC SYMMES, F-38000 GRENOBLE, FRANCE.; ";
 ;INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES;THE POLYPHENOL-RICH EXTRACT FROM PSILOXYLON MAURITIANUM, AN ENDEMIC MEDICINAL PLANT FROM REUNION ISLAND, INHIBITS THE EARLY STAGES OF DENGUE AND ZIKA VIRUS INFECTION;RACHIDI, WALID;" UGA, CNRS, UMR 5819, CEA,SYMMES,CIBEST,INAC, F-38000 GRENOBLE, FRANCE.;";
 ;FRONTIERS IN CHEMISTRY;INFLUENCE OF THE CORE/SHELL STRUCTURE OF INDIUM PHOSPHIDE BASED QUANTUM DOTS ON THEIR PHOTOSTABILITY AND CYTOTOXICITY;"DUSSERT, FANNY; BEAL, DAVID; CORRIERE, MARIE";" UNIV GRENOBLE APES, CEA, CNRS, IRIG,SYMMES,CIBEST, GRENOBLE, FRANCE.; ";
 ;ANGEWANDTE CHEMIE-INTERNATIONAL EDITION;CELL-PENETRATING DYNAMIC-COVALENT BENZOPOLYSULFANE NETWORKS;BARTOLAMI, ELINE;" CEA, UMR 5819, SYMMES, F-38054 GRENOBLE, FRANCE.;";
 ;SCIENTIFIC REPORTS;A TRADE-OFF FOR COVALENT AND INTERCALATION BINDING MODES: A CASE STUDY FOR COPPER (II) IONS AND SINGLY MODIFIED DNA NUCLEOSIDE;MOUESCA, JEAN-MARIE;" GRENOBLE UNIV, CEA, CNRS, INAC SYMMES, F-38000 GRENOBLE, FRANCE.; ";
 ;JOURNAL OF INVESTIGATIVE DERMATOLOGY;SELENIUM PRESERVES KERATINOCYTE STEMNESS AND DELAYS SENESCENCE BY MAINTAINING EPIDERMAL ADHESION;"JOBEILI, L.;; BEAL, D.;; RACHIDI, W.;";" CEA GRENOBLE, INAC SYMMES, GRENOBLE, FRANCE.; ";
TIMA;;;;;
 ;2019 20TH IEEE LATIN AMERICAN TEST SYMPOSIUM (LATS);DELAY-TOLERANT WIRELESS NETWORKS ON CHIP: PRELIMINARY ANALYSIS AND RESULTS;VELAZCO, RAOUL;" UGA, CNRS, LAB TIMA, GRENOBLE, FRANCE.;";
 ;2019 20TH IEEE LATIN AMERICAN TEST SYMPOSIUM (LATS);A WIRELESS EMBEDDED SYSTEM FOR MEASURING THE EFFECTS OF IONIZING RADIATIONS;VELAZCO, RAOUL;" UGA, CNRS, LAB TIMA, GRENOBLE, FRANCE.;";
