UNITE;NOM JOURNAL OU CONF;NOM ARTICLE;AUTEURS;ADRESSE
;JOURNAL OF ELECTROANALYTICAL CHEMISTRY;VOIGT CIRCUIT REPRESENTATION MODEL FOR ELECTROCHEMICAL IMPEDANCES UNDER FINITE-LENGTH DIFFUSION CONDITIONS;"MONTELLA, C.;";" LAB ELECTROCHIM & PHYS CHIM MAT & INTERFACES, UMR 5279, BATIMENT RECH PHELMA CAMPUS,1130 RUE PISCINE, F-38402 ST MARTIN DHERES, FRANCE.;"
;ANALYTICAL CHEMISTRY;LITHIUM/SULFUR CELL DISCHARGE MECHANISM: AN ORIGINAL APPROACH FOR INTERMEDIATE SPECIES IDENTIFICATION (VOL 84, PG 3973, 2012);"BARCHASZ, CELINE; LEPRETRE, JEAN-CLAUDE; ALLOIN, FANNIE";" UNIV JOSEPH FOURIER, UNIV SAVOIE, LAB ELECTROCHIM & PHYSICOCHIM MAT & INTERFACES, UMR 5279,GRENOBLE INP,CNRS, 1130 RUE PISCINE,BP75, F-38402 ST MARTIN DHERES, FRANCE.; "
LGP2;;;;
;CELLULOSE;PURE CELLULOSE NANOFIBRILS MEMBRANES LOADED WITH CIPROFLOXACIN FOR DRUG RELEASE AND ANTIBACTERIAL ACTIVITY;"DURAND, H.;; JAOUEN, P.;; FAURE, E.;; SILLARD, C.;; BELGACEM, N.;; BRAS, J.;";" UNIV GRENOBLE ALPE, GRENOBLE INP, CNRS, LGP2, F-38000 GRENOBLE, FRANCE.; "
;ENERGY;UNDERSTANDING THE TORREFACTION OF WOODY AND AGRICULTURAL BIOMASSES THROUGH THEIR EXTRACTED MACROMOLECULAR COMPONENTS. PART 1: EXPERIMENTAL THERMOGRAVIMETRIC SOLID MASS LOSS;MORTHA, GERARD;" GRENOBLE INP PAGORA, UMR CNRS 5518, LAB GENIE PROC PAPETIERS LGP2, ST MARTIN DHERES, FRANCE.;"
;INDUSTRIAL CROPS AND PRODUCTS;ANALYSIS OF THE OXYPROPYLATION PROCESS OF A LIGNOCELLULOSIC MATERIAL, ALMOND SHELL, USING THE RESPONSE SURFACE METHODOLOGY (RSM);"BELGACEM, MOHAMED N.;";" DOMAINE UNIV, GRENOBLE INP, LAB GENIE PROC PAPETIERS, UMR 5518,CNRS, ST MARTIN DHERES, FRANCE.;"
;CELLULOSE;PURE CELLULOSE NANOFIBRILS MEMBRANES LOADED WITH CIPROFLOXACIN FOR DRUG RELEASE AND ANTIBACTERIAL ACTIVITY;"DURAND, H.;; ZENO, E.;";" DOMAINE UNIV, CTR TECH PAPIER CTP, F-38044 GRENOBLE 9, FRANCE.; "
LIG;;;;
LIPHY;;;;
;JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT;NON-ADDITIVE LARGE DEVIATION FUNCTION FOR THE PARTICLE DENSITIES OF DRIVEN SYSTEMS IN CONTACT;BERTIN, ERIC;" CNRS, LIPHY, F-38000 GRENOBLE, FRANCE.;"
;JOURNAL OF STRUCTURAL BIOLOGY;ELLIPSOIDAL MESOSCALE MINERALIZATION PATTERN IN HUMAN CORTICAL BONE REVEALED IN 3D BY PLASMA FOCUSED ION BEAM SERIAL SECTIONING;GOURRIER, AURELIEN;" CNRS, LIPHY, F-38000 GRENOBLE, FRANCE.;"
;APPLIED SCIENCES-BASEL;EFFECT OF RED BLOOD CELL AGING IN VIVO ON THEIR AGGREGATION PROPERTIES IN VITRO: MEASUREMENTS WITH LASER TWEEZERS;"YAYA, FRANCOIS; PRIEZZHEV, ALEXANDER";" CNRS, LAB INTERDISCIPLINAIRE PHYS, UMR 5588, F-38058 GRENOBLE, FRANCE.; "
;JOVE-JOURNAL OF VISUALIZED EXPERIMENTS;TRACTION FORCE MICROSCOPY TO STUDY B LYMPHOCYTE ACTIVATION;BALLAND, MARTIAL;" UNIV JOSEPH FOURIER GRENOBLE 1, LAB INTERDISCIPLINAIRE PHYS, ST MARTIN DHERES, FRANCE.;"
;MOLECULAR BIOLOGY OF THE CELL;CENTROSOME-NUCLEAR AXIS REPOSITIONING DRIVES THE ASSEMBLY OF A BIPOLAR SPINDLE SCAFFOLD TO ENSURE MITOTIC FIDELITY;"VITIELLO, ELISA; WANG, IRENE; BALLAND, MARTIAL";" UNIV JOSEPH FOURIER GRENOBLE 1, LAB INTERDISCIPLINAIRE PHYS, F-38058 GRENOBLE, FRANCE.; "
LIPPC2S;;;;
;NEUROGASTROENTEROLOGY AND MOTILITY;A 12-MONTH PILOT STUDY OUTCOMES OF VAGUS NERVE STIMULATION IN CROHN'S DISEASE;PELLISSIER, SONIA;" LIP PC2S, GRENOBLE, FRANCE.; "
;NUTRIENTS;THE PSYCHO-AFFECTIVE ROOTS OF OBESITY: RESULTS FROM A FRENCH STUDY IN THE GENERAL POPULATION;CARRE, ARNAUD;" SAVOIE MT BLANC UNIV, LIP, PC2S, F-38000 GRENOBLE, FRANCE.; "
;SEDIMENTARY GEOLOGY;XRF AND HYPERSPECTRAL ANALYSES AS AN AUTOMATIC WAY TO DETECT FLOOD EVENTS IN SEDIMENT CORES;"JACQ, KEVIN; COQUIN, DIDIER";" UNIV SAVOIE MT BLANC, LISTIC, F-74944 ANNECY LE VIEUX, FRANCE.; "
;JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT;RANDOM MATRIX IMPROVED COVARIANCE ESTIMATION FOR A LARGE CLASS OF METRICS*;"BOUCHARD, FLORENT; GINOLHAC, GUILLAUME";" UNIV SAVOIE MT BLANC, LISTIC, CHAMBERY, FRANCE.;"
LJK;;;;
;ANNALS OF OPERATIONS RESEARCH;RANDOMIZED PROGRESSIVE HEDGING METHODS FOR MULTI-STAGE STOCHASTIC PROGRAMMING;MALICK, JEROME;" LJK, GRENOBLE, FRANCE.;"
;SET-VALUED AND VARIATIONAL ANALYSIS;NONSMOOTHNESS IN MACHINE LEARNING: SPECIFIC STRUCTURE, PROXIMAL IDENTIFICATION, AND APPLICATIONS;MALICK, JEROME;" CNRS, LJK, GRENOBLE, FRANCE.;"
;JOURNAL OF FLUID MECHANICS;TENSORIAL RHEOLOGICAL MODEL FOR CONCENTRATED NON-COLLOIDAL SUSPENSIONS: NORMAL STRESS DIFFERENCES;"OZENDA, OLIVIER; SARAMITO, PIERRE";" CNRS, LAB J KUNTZMANN, CS 40700, F-38058 GRENOBLE 9, FRANCE.; "
;MATHEMATICAL PROGRAMMING;ASYNCHRONOUS LEVEL BUNDLE METHODS;IUTZELER, FRANCK;" UGA, LAB J KUNTZMANN, GRENOBLE, FRANCE.; "
;MATHEMATICAL PROGRAMMING;ASYNCHRONOUS LEVEL BUNDLE METHODS;MALICK, JEROME;" CNRS, LAB J KUNTZMANN, GRENOBLE, FRANCE.; "
;IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY;FACE RECOGNITION BASED ON VIDEOS BY USING CONVEX HULLS;TRIGGS, BILL;" LAB JEAN KUNTZMANN, F-38401 GRENOBLE, FRANCE.;"
LMGP;;;;
LNMCI;;;;
;PHYSICAL REVIEW B;MAGNETIC STRUCTURE OF CD-DOPED CEIRIN5;SHEIKIN, I;" UGA, CNRS, EMFL, LNCMI, F-38042 GRENOBLE, FRANCE.;"
;PHYSICAL REVIEW B;FERMI SURFACE INVESTIGATION OF THE NONCENTROSYMMETRIC SUPERCONDUCTOR ALPHA-PDBI;SHEIKIN, I;" CNRS, UGA, LAB NATL CHAMPS MAGNET INTENSES LNCMI EMFL, F-38042 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW B;DISTINGUISHING THE GAPPED AND WEYL SEMIMETAL SCENARIO IN ZRTE5: INSIGHTS FROM AN EFFECTIVE TWO-BAND MODEL;"ORLITA, M.;";" CNRS UGA UPS INSA, LNCMI, 25 AVE MARTYRS, F-38042 GRENOBLE, FRANCE.; "
;NPJ QUANTUM MATERIALS;GIANT SEEBECK EFFECT ACROSS THE FIELD-INDUCED METAL-INSULATOR TRANSITION OF INAS;"SEYFARTH, GABRIEL; BENHABIB, SIHAM";" UGA, CNRS, LAB NATL CHAMPS MAGNET INTENSES LNCMI EMFL, UPS,INSA, GRENOBLE, FRANCE.; "
;JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS;ORIGIN OF THE METAMAGNETIC TRANSITIONS IN Y 1? X ER X FE 2 (H,D) 4.2 COMPOUNDS;"GUILLOT, M.;";" CNRS, LAB NATL CHAMPS MAGNET INTENSES LNCMI EMFL, 25 RUE MARTYRS,BP166, F-38042 GRENOBLE 9, FRANCE.;"
;EUROPEAN JOURNAL OF INORGANIC CHEMISTRY;NANOSCALE COORDINATION POLYMER OF DIMANGANESE(II) AS INFINITE, FLEXIBLE NANOSHEETS WITH PHOTO-SWITCHABLE MORPHOLOGY;NOVITCHI, GHENADIE;" CNRS UPR 3228, LAB NATL CHAMPS MAGNET INTENSES, 25 RUE MARTYRS, F-38042 GRENOBLE, FRANCE.;"
;JOURNAL OF MATERIALS CHEMISTRY C;INFLUENCE OF OVERSIZED CATIONS ON ELECTRONIC DIMENSIONALITY OF D-MAPBI(3)CRYSTALS;"DYKSIK, MATEUSZ; BARANOWSKI, MICHAL; SURRENTE, ALESSANDRO; URBAN, JOANNA M.;; MAUDE, DUNCAN K.;; PLOCHOCKA, PAULINA";" CNRS, INSA, UGA, UPS,LAB NATL CHAMPS MAGNET INTENSES,UPR 3228, GRENOBLE, FRANCE.; "
;APPLIED ORGANOMETALLIC CHEMISTRY;PERMETHYLATED DINUCLEAR MN(III) COORDINATION NANOSTRUCTURE WITH STRIPE-ORDERED MAGNETIC DOMAINS;NOVITCHI, GHENADIE;" CNRS, UPR 3228, LAB NATL CHAMPS MAGNET INTENSES, 25 RUE MARTYRS, F-38042 GRENOBLE, FRANCE.; "
;PHOTONICS RESEARCH;EXCITON BINDING ENERGY AND EFFECTIVE MASS OF CSPBCI3: A MAGNETO-OPTICAL STUDY;PLOCHOCKA, PAULINA;" CNRS UGA UPS INSA, UPR 3228, LAB NATL CHAMPS MAGNET INTENSES, GRENOBLE, FRANCE.; "
;NANOSCALE;EXCITATION EFFICIENCY DETERMINES THE UPCONVERSION LUMINESCENCE INTENSITY OF BETA-NAYF4:ER3+,YB(3+)NANOPARTICLES IN MAGNETIC FIELDS UP TO 70 T;"BARANOWSKI, MICHAL; MAUDE, DUNCAN K.;; PLOCHOCKA, PAULINA";" CNRS UGA UPS INSA, UPR 3228, LAB NATL CHAMPS MAGNET INTENSES, GRENOBLE, FRANCE.; "
;JOURNAL OF PHYSICAL CHEMISTRY LETTERS;MICROSCOPIC PICTURE OF ELECTRON-PHONON INTERACTION IN TWO-DIMENSIONAL HALIDE PEROVSKITES;"WANG, SHULI; DYKSIK, MATEUSZ; PLOCHOCKA, PAULINA";" CNRS UGA UPS INSA, LAB NATL CHAMPS MAGNET INTENSES, UPR 3228, GRENOBLE, FRANCE.; "
;INORGANIC CHEMISTRY;CATION-DIRECTED SYNTHETIC STRATEGY USING 4F TUNGSTOANTIMONATES AS NONLACUNARY PRECURSORS FOR THE GENERATION OF 3D-4F CLUSTERS;NOVITCHI, GHENADIE;" CNRS, LAB NATL CHAMPS MAGNET INTENSES, F-38042 GRENOBLE 9, FRANCE.; "
;PHYSICAL REVIEW B;DARK TRIONS GOVERN THE TEMPERATURE-DEPENDENT OPTICAL ABSORPTION AND EMISSION OF DOPED ATOMICALLY THIN SEMICONDUCTORS;POTEMSKI, MAREK;" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, 25 AVE MARTYRS, F-38042 GRENOBLE, FRANCE.;"
;2D MATERIALS;MAGNETOELASTIC INTERACTION IN THE TWO-DIMENSIONAL MAGNETIC MATERIAL MNPS(3)STUDIED BY FIRST PRINCIPLES CALCULATIONS AND RAMAN EXPERIMENTS;"VACLAVKOVA, DIANA; DELHOMME, ALEX; FAUGERAS, CLEMENT; POTEMSKI, MAREK";" CNRS, UGA, LAB NATL CHAMPS MAGNET INTENSES, UPS,INSA,EMFL, GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW B;LANDAU LEVEL SPECTROSCOPY OF BI2TE3;"MOHELSKY, I; WYZULA, J.;; SLOBODENIUK, A.;; MARTINEZ, G.;; KRUPKO, Y.;; PIOT, B.; A.;; ORLITA, M.;";" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, 25 RUE MARTYRS, F-38042 GRENOBLE, FRANCE.; "
;NATURE COMMUNICATIONS;MEASUREMENT OF THE SPIN-FORBIDDEN DARK EXCITONS IN MOS2 AND MOSE2 MONOLAYERS;"KAPUSCINSKI, P.;; DELHOMME, A.;; FAUGERAS, C.;; BARTOS, M.;; POTEMSKI, M.;";" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, F-38042 GRENOBLE, FRANCE.; "
;PHYSICAL CHEMISTRY CHEMICAL PHYSICS;VALLEY POLARIZATION OF SINGLET AND TRIPLET TRIONS IN A WS(2)MONOLAYER IN MAGNETIC FIELDS;"KAPUSCINSKI, PIOTR; VACLAVKOVA, DIANA; SLOBODENIUK, ARTUR O.;; BARTOS, MIROSLAV; FAUGERAS, CLEMENT; POTEMSKI, MAREK";" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, 25 AVE MARTYRS, F-38042 GRENOBLE, FRANCE.; "
;NANOSCALE;NEUTRAL AND CHARGED DARK EXCITONS IN MONOLAYER WS2;"KAPUSCINSKI, P.;; BARTOS, M.;; FAUGERAS, C.;; POTEMSKI, M.;";" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, 25 AVE MARTYRS, F-38042 GRENOBLE, FRANCE.; "
;JETP LETTERS;EFFECTS OF THE ELECTRON-ELECTRON INTERACTION IN THE MAGNETO-ABSORPTION SPECTRA OF HGTE/CDHGTE QUANTUM WELLS WITH AN INVERTED BAND STRUCTURE;"BOVKUN, L.; S.;; POTEMSKI, M.;; ORLITA, M.;";" CNRS, LAB NATL CHAMPS MAGNET INTENSES, UGA, EMFL,UPS,INSA, FR-38042 GRENOBLE, FRANCE.; "
;ACS ENERGY LETTERS;BROAD TUNABILITY OF CARRIER EFFECTIVE MASSES IN TWO-DIMENSIONAL HALIDE PEROVSKITES;"DYKSIK, MATEUSZ; MAUDE, DUNCAN K.;; PLOCHOCKA, PAULINA";" LAB NATL CHAMPS MAGNET INTENSES, GRENOBLE, FRANCE.; "
;EXPERIMENTS IN FLUIDS;PIV MAPPING OF PRESSURE AND VELOCITY FIELDS IN THE PLANE MAGNETOHYDRODYNAMIC COUETTE FLOW;"MOUDJED, B.;";" CNRS UGA UPS INSA, LAB NATL CHAMPS MAGNET INTENSES, GRENOBLE, FRANCE.;"
;PHYSICAL REVIEW B;CARRIER RELAXATION TO QUANTUM EMITTERS IN FEW-LAYER WSE2;"NOGAJEWSKI, K.;; POTEMSKI, M.;";" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, 25 RUE MARTYRS, F-38042 GRENOBLE, FRANCE.;"
;NATURE COMMUNICATIONS;LONG-DISTANCE SPIN-TRANSPORT ACROSS THE MORIN PHASE TRANSITION UP TO ROOM TEMPERATURE IN ULTRA-LOW DAMPING SINGLE CRYSTALS OF THE ANTIFERROMAGNET ALPHA-FE2O3;"BARRA, A.; -L.;";" CNRS UGA UPS INSA EMFL, LAB NATL CHAMPS MAGNET INTENSES, F-38042 GRENOBLE, FRANCE.; "
LPVC;;;;
LPMMC;;;;
;JOURNAL OF MATHEMATICAL PHYSICS;AVERAGE FIELD APPROXIMATION FOR ALMOST BOSONIC ANYONS IN A MAGNETIC FIELD;GIRARDOT, THEOTIME;" CNRS, LPMMC, UMR 5493, BP 166, F-38042 GRENOBLE, FRANCE.;"
;2D MATERIALS;FLIPPING EXCITON ANGULAR MOMENTUM WITH CHIRAL PHONONS IN MOSE2/WSE2 HETEROBILAYERS;"BASKO, D.; M.;";" CNRS, LPMMC, F-38042 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW B;QUANTUM IMPURITY MODEL FOR ANYONS;"ROUGERIE, N.;";" CNRS, LPMMC, UMR 5493, BP 166, F-38042 GRENOBLE, FRANCE.;"
LPNC;;;;
;NEUROIMAGE;REAL-WORLD EXPECTATIONS AND THEIR AFFECTIVE VALUE MODULATE OBJECT PROCESSING;MERMILLOD, MARTIAL;" CNRS, LPNC, F-38058 GRENOBLE, FRANCE.; "
;NEUROBIOLOGY OF AGING;PLASMA PROGRANULIN LEVELS FOR FRONTOTEMPORAL DEMENTIA IN CLINICAL PRACTICE: A 10-YEAR FRENCH EXPERIENCE;SAUVEE, MATHILDE;" UNIV GRENOBLE, LAB PSYCHOL & NEUROCOGNIT, LPNC UMR 5105, GRENOBLE, FRANCE.; "
;PLOS ONE;ACQUISITION OF HANDWRITING IN CHILDREN WITH AND WITHOUT DYSGRAPHIA: A COMPUTATIONAL APPROACH;JOLLY, CAROLINE;" CNRS, LPNC UMR 5105, GRENOBLE, FRANCE.;"
;SENSORS;THE GEOMETRY OF NOISE IN COLOR AND SPECTRAL IMAGE SENSORS;"CLOUET, AXEL; ALLEYSSON, DAVID";" CNRS, UMR 5105, LAB PSYCHOL & NEUROCOGNIT, GRENOBLE, FRANCE.;"
LPSC;;;;
;PHYSICAL REVIEW C;FAST-TIMING STUDY OF GA-81 FROM THE BETA DECAY OF ZN-81;"SIMPSON, G.; S.;";" UNIV JOSEPH FOURIER GRENOBLE 1, CNRS IN2P3, LPSC, INST NATL POLYTECH GRENOBLE, F-38026 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW C;BETA DECAY OF NI-75 AND THE SYSTEMATICS OF THE LOW-LYING LEVEL STRUCTURE OF NEUTRON-RICH ODD-A CU ISOTOPES;"GEY, G.;";" UNIV JOSEPH FOURIER GRENOBLE 1, INST NATL POLYTECH GRENOBLE, CNRS IN2P3, LPSC, F-38026 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW C;EVOLUTION OF PROTON SINGLE-PARTICLE STATES IN NEUTRON-RICH SB ISOTOPES BEYOND N=82;"SIMPSON, G.; S.;; GEY, G.;";" UNIV JOSEPH FOURIER GRENOBLE 1, LPSC, CNRS IN2P3, INST NATL POLYTECH GRENOBLE, F-38026 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW D;STUDIES OF X(3872) AND PSI(2S) PRODUCTION IN P(P)OVER-BAR COLLISIONS AT 1.96 TEV;"SAJOT, G.;; STARK, J.;";" UNIV JOSEPH FOURIER GRENOBLE 1, INST NATL POLYTECH GRENOBLE, IN2P3, CNRS,LPSC, F-38026 GRENOBLE, FRANCE.; "
;SENSORS;A STUDY OF THE RADIATION TOLERANCE OF CVD DIAMOND TO 70 MEV PROTONS, FAST NEUTRONS AND 200 MEV PIONS;"BES, ALEXANDRE; COLLOT, JOHANN; CURTONI, SEBASTIEN; DAUVERGNE, DENIS; GALLIN-MARTEL, LAURENT; GALLIN-MARTEL, MARIE-LAURE; GHIMOUZ, ABDERRAHMAN; LACOSTE, ANA; MARCATILI, SARA; RARBI, FATAH; ROSSETTO, OLIVIER; YAMOUNI, MAHFOUD";" LPSC GRENOBLE, F-38026 GRENOBLE, FRANCE.; "
;PHYSICS LETTERS B;MEASUREMENT OF THE 3 HE SPIN -STRUCTURE FUNCTIONS AND OF NEUTRON ( 3 HE) SPIN -DEPENDENT SUM RULES AT 0 .035 Q 2 0 .24 GEV 2;"VOUTIER, E.;";" UNIV JOSEPH FOURIER, LPSC, CNRS IN2P3, INPG, F-38026 GRENOBLE, FRANCE.; "
;CANCER RADIOTHERAPIE;IMAGING ISSUES SPECIFIC TO HADRONTHERAPY (PROTON, CARBON, HELIUM THERAPY AND OTHER CHARGED PARTICLES) FOR RADIOTHERAPY PLANNING, SETUP, DOSE MONITORING AND TISSUE RESPONSE ASSESSMENT;"DAUVERGNE, D.;";" CNRS, UMR 5821, 53 AVE MARTYRS, F-38026 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW D;LAMBDA(+/-)(C) PRODUCTION IN PP COLLISIONS WITH A NEW FRAGMENTATION FUNCTION;SCHIENBEIN, I;" UNIV JOSEPH FOURIER GRENOBLE 1, LAB PHYS SUBATOM & COSMOL, CNRS, IN2P3, 53 AVE MARTYRS, GRENOBLE, FRANCE.; "
;CANCER RADIOTHERAPIE;IMAGING ISSUES SPECIFIC TO HADRONTHERAPY (PROTON, CARBON, HELIUM THERAPY AND OTHER CHARGED PARTICLES) FOR RADIOTHERAPY PLANNING, SETUP, DOSE MONITORING AND TISSUE RESPONSE ASSESSMENT;"DAUVERGNE, D.;";" IN2P3, LAB PHYS SUBATOM & COSMOL, 53 AVE MARTYRS, F-38000 GRENOBLE, FRANCE.; "
;PLASMA PHYSICS AND CONTROLLED FUSION;EFFECTS OF MAGNETIC CONFIGURATION ON HOT ELECTRONS IN A MINIMUM-B ECR PLASMA;"BHASKAR, B.; S.;; THUILLIER, T.;";" LAB PHYS SUBATOM & COSMOL, 53 AVE MARTYRS, F-38026 GRENOBLE, FRANCE.; "
;PHYSICS LETTERS B;A NEW APPROACH TO SEARCH FOR FREE NEUTRON-ANTINEUTRON OSCILLATIONS USING COHERENT NEUTRON PROPAGATION IN GAS;"PROTASOV, K.;, V";" UGA CNRS, LAB PHYS SUBATOM & COSMOL, IN2P3, F-38026 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW D;THEORETICAL ANALYSIS OF ANTINEUTRON-NUCLEUS DATA NEEDED FOR ANTINEUTRON MIRRORS IN NEUTRON-ANTINEUTRON OSCILLATION EXPERIMENTS;"PROTASOV, K.;, V";" LAB PHYS SUBATOM & COSMOL, UGA CNRS IN2P3, F-38026 GRENOBLE, FRANCE.; "
;PHYSICAL REVIEW C;LIFETIME MEASUREMENTS IN THE ODD-A NUCLEUS HF-177;"SIMPSON, G.; S.;";" LAB PHYS SUBATOM & COSMOL GRENOBLE, 53 RUE MARTYRS, F-38026 GRENOBLE, FRANCE.; "
LRB;;;;
;ANNALS OF INTENSIVE CARE;ULTRASOUND GUIDANCE AND RISK FOR INTRAVASCULAR CATHETER-RELATED INFECTIONS AMONG PERIPHERAL ARTERIAL CATHETERS: A POST-HOC ANALYSIS OF TWO LARGE RANDOMIZED-CONTROLLED TRIALS;SCHWEBEL, CAROLE;" FAC MED GRENOBLE, INSERM UMR S 1039, RADIOPHARMACEUT BIOCLIN, F-38700 LA TRONCHE, FRANCE.;"
;CRITICAL CARE;CHLORHEXIDINE-IMPREGNATED SPONGE VERSUS CHLORHEXIDINE GEL DRESSING FOR SHORT-TERM INTRAVASCULAR CATHETERS: WHICH ONE IS BETTER?;SCHWEBEL, CAROLE;" INSERM, UMR S 1039, RADIOPHARMACEUT BIOCLIN, FAC MED GRENOBLE, F-38700 LA TRONCHE, FRANCE.; "
;EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING;PROGNOSTIC VALUE OF SPECT MYOCARDIAL PERFUSION ENTROPY IN HIGH-RISK TYPE 2 DIABETIC PATIENTS;"DJAILEB, LOIC; SEILLER, ALEXANDRE; CANU, MARJORIE; DE LEIRIS, NICOLAS; POUJOL, JULIE; FRAGUAS-RUBIO, ALICIA; LEENHARDT, JULIEN; CARABELLI, ADRIEN; CALIZZANO, ALEX; DE FONDAUMIERE, MARIE; BROISAT, ALEXIS; VANZETTO, GERALD; GHEZZI, CATHERINE; FAGRET, DANIEL; RIOU, LAURENT M.;; BARONE-ROCHETTE, GILLES";" UGA, INSERM, U1039, RADIOPHARMACEUT BIOCLIN,UMR, GRENOBLE, FRANCE.; "
;CRITICAL CARE;LOCAL SIGNS AT INSERTION SITE AND CATHETER-RELATED BLOODSTREAM INFECTIONS: AN OBSERVATIONAL POST HOC ANALYSIS USING INDIVIDUAL DATA OF FOUR RCTS;SCHWEBEL, CAROLE;" INSERM U1039, RADIOPHARMACEUT BIOCLIN, F-38700 LA TRONCHE, FRANCE.;"
;JOURNAL OF NUCLEAR CARDIOLOGY;CONSIDERATIONS ON PET/MR IMAGING OF CAROTID PLAQUE INFLAMMATION WITH GA-68-PENTIXAFOR;RIOU, LAURENT;" FAC MED GRENOBLE, LAB RADIOPHARMACEUT BIOCLIN, UMR, UGA,INSERM,U1039, GRENOBLE, FRANCE.;"
LRP;;;;
;LANGMUIR;STABILITY OF FLUID ULTRATHIN POLYMER FILMS IN CONTACT WITH SOLVENT-LOADED GELS FOR CULTURAL HERITAGE;"AMELIE CASTEL; RHARBI, YAHYA";" LAB RHEOL & PROC, F-38000 GRENOBLE, FRANCE.; "
LTM;;;;
;CHEMISTRY OF MATERIALS;ATMOSPHERIC PLASMA-ENHANCED SPATIAL CHEMICAL VAPOR DEPOSITION OF SIO2 USING TRIVINYLMETHOXYSILANE AND OXYGEN PLASMA;"JAFFAL, MOUSTAPHA; BONVALOT, MARCELINE; VALLEE, CHRISTOPHE";" CNRS, LTM, F-38045 GRENOBLE, FRANCE.;"
;ACS APPLIED MATERIALS & INTERFACES;DNA ORIGAMI FOR SILICON PATTERNING;CHARVOLIN, THOMAS;" CNRS, LTM, F-38000 GRENOBLE, FRANCE.;"
MEM;;;;
;PHYSICAL REVIEW B;FERMI RESONANCE IN THE RAMAN SPECTRUM OF GRAPHENE;ARTAUD, ALEXANDRE;" CEA, INAC, PHELIQS, F-38000 GRENOBLE, FRANCE.; "
PACTE;;;;
PHELIQS;;;;
SBT;;;;
SIMAP;;;;
;MATERIALS;SURFACE CHARACTERISTICS OF MACHINED POLYSTYRENE WITH 3D PRINTED THERMOPLASTIC TOOL;SINGH, GURMINDER;" UNIV GRENOBLE ALPS, SCI & INGN MAT & PROC SIMAP, F-38400 GRENOBLE, FRANCE.; "
;JOURNAL OF CRYSTAL GROWTH;IMPACT OF HYDRODYNAMICS ON GROWTH AND MORPHOLOGY OF FACETED CRYSTALS;"ZAIDAT, KADER; MUGRAUER, CLAUDIA";" SIMAP, GRENOBLE, FRANCE.; "
;ACS APPLIED MATERIALS & INTERFACES;HIGH MAGNETIC FIELD-ENGINEERED BUNCHED ZN-CO-S YOLK-SHELL BALLS INTERCALATED WITHIN S, N CODOPED CNT/GRAPHENE FILMS FOR FREE-STANDING SUPERCAPACITORS;"FAUTRELLE, YVES; LI, XI";" ENSHMG, SIMAP EPM MADYLAM G INP CNRS, F-38402 ST MARTIN DHERES, FRANCE.;"
;JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY;CONTROLLING AND ADJUSTING THE CONCENTRATION DISTRIBUTION DURING SOLIDIFICATION PROCESS USING STATIC MAGNETIC FIELDS;"FAUTRELLE, YVES; LI, XI";" PHELMA, SIMAP EPM MADYLAM G INP CNRS, BP 75, F-38402 ST MARTIN DHERES, FRANCE.;"
;INTERNATIONAL JOURNAL OF HYDROGEN ENERGY;ENHANCED THERMODYNAMIC PROPERTIES OF ZRNIH3 BY SUBSTITUTION WITH TRANSITION METALS (V, TI, FE, MN AND CR);"ZAIDAT, K.;";" UNIV GRENOBLE, SIMAP EPM, BP 75, F-38402 ST MARTIN DHERES, FRANCE.; "
;SCRIPTA MATERIALIA;NANO-OXIDE PRECIPITATION KINETICS DURING THE CONSOLIDATION PROCESS OF A FERRITIC OXIDE DISPERSION STRENGTHENED STEEL;"DE GEUSER, FREDERIC; DESCHAMPS, ALEXIS";" UJF, CNRS, GRENOBLE INP, SIMAP, 1130 RUE PISCINE,BP 75, F-38402 ST MARTIN DHERES, FRANCE.;"
