halId_s;version_i;uri_s;docType_s;doiId_s;nntId_s;title_s;subTitle_s;authFullName_s;producedDate_s;domain_s;journalTitle_s;journalPublisher_s;volume_s;number_s;page_s;en_keyword_s;keyword_s;fr_keyword_s;conferenceTitle_s;conferenceStartDate_s;country_s;language_s;inPress_bool
hal-02191891;1;https://hal-univ-lyon1.archives-ouvertes.fr/hal-02191891;ART;10.1056/NEJMoa1801562;;MUC5B Promoter Variant and Rheumatoid Arthritis with Interstitial Lung Disease;;P. A. Juge,J. S. Lee,E. Ebstein,H. Furukawa,E. Dobrinskikh,S. Gazal,C. Kannengiesser,S. Ottaviani,S. Oka,S. Tohma,N. Tsuchiya,J. Rojas-Serrano,M. I. Gonzalez-Perez,M. Mejia,I. Buendia-Roldan,R. Falfan-Valencia,E. Ambrocio-Ortiz,E. Manali,S. A. Papiris,T. Karageorgas,D. Boumpas,K. Antoniou,C. H. M. Moorsel,J. Vis,Y. A. Man,J. C. Grutters,Y. Wang,R. Borie,L. Wemeau-Stervinou,B. Wallaert,R. M. Flipo,H. Nunes,D. Valeyre,N. Saidenberg-Kermanac'H,M. C. Boissier,S. Marchand-Adam,A. Frazier,P. Richette,Y. Allanore,J. Sibilia,C. Dromer,C. Richez,T. Schaeverbeke,H. Liote,G. Thabut,N. Nathan,S. Amselem,M. Soubrier,Vincent Cottin,A. Clement,K. Deane,A. D. Walts,T. Fingerlin,A. Fischer,J. H. Ryu,E. L. Matteson,T. B. Niewold,D. Assayag,A. Gross,P. Wolters,M. I. Schwarz,M. Holers,J. J. Solomon,T. Doyle,I. O. Rosas,C. Blauwendraat,M. A. Nalls,M. P. Debray,C. Boileau,B. Crestani,D. A. Schwartz,P. Dieude;2018;0.sdv;New England Journal of Medicine;Massachusetts Medical Society;379;;2209-2219;Genetic,Lung Diseases,Female,Humans,Male,Aged,Middle Aged,Genetic Predisposition to Disease,Genotype,Arthritis,Gain of Function Mutation,Idiopathic Pulmonary Fibrosis/genetics,Interstitial/complications/genetics,Lung/chemistry/pathology,Mucin-5B/analysis/genetics,Odds Ratio,Promoter Regions,Rheumatoid/complications/genetics;Genetic,Lung Diseases,Female,Humans,Male,Aged,Middle Aged,Genetic Predisposition to Disease,Genotype,Arthritis,Gain of Function Mutation,Idiopathic Pulmonary Fibrosis/genetics,Interstitial/complications/genetics,Lung/chemistry/pathology,Mucin-5B/analysis/genetics,Odds Ratio,Promoter Regions,Rheumatoid/complications/genetics;;;;;en;false
hal-02404960;1;https://hal.archives-ouvertes.fr/hal-02404960;ART;10.1002/cphc.201701352;;One-Pot Soft-Template Synthesis of Nanostructured Copper-Supported Mesoporous Carbon FDU-15 Electrocatalysts for Efficient CO 2 Reduction;;Nihat Ege ?ahin,Clément Comminges,Anthony Le?valant,Julien Kiener,Julien Parmentier,Teko Napporn,Georgian Melinte,Ovidiu Ersen,Kouakou Kokoh;05/06/2018;0.chim;ChemPhysChem;Wiley-VCH Verlag;19;;1371-1381;;;;;;;en;false
hal-01984498;1;https://hal.inria.fr/hal-01984498;ART;10.3171/2018.5.jns18754;;Motor cortex neurovascular coupling: inputs from ultra–high-frequency ultrasound imaging in humans;;Fabien Almairac,Denys Fontaine,Thomas Demarcy,Hervé Delingette,Stephanie Beuil,Charles Raffaelli;2018-11;0.info,1.info.info-im;Journal of Neurosurgery;American Association of Neurological Surgeons;;;01-juil;Motor cortex,Ultrasound,Imaging methodology,Neurovascular coupling,Cerebral blood flow,Clinical neurophysiology,Diagnostic technique;Motor cortex,Ultrasound,Imaging methodology,Neurovascular coupling,Cerebral blood flow,Clinical neurophysiology,Diagnostic technique;;;;;en;false
inserm-02043709;1;https://www.hal.inserm.fr/inserm-02043709;ART;10.1186/s12879-018-3559-x;;A retrospective study of factors associated with treatment decision for nontuberculous mycobacterial lung disease in adults without altered systemic immunity;;Judith Provoost,Florent Valour,Delphine Gamondes,Sandrine Roux,Nathalie Freymond,Emilie Perrot,Pierre-Jean Souquet,Lize Kiakouama-Maleka,Christian Chidiac,Gérard Lina,Oana Dumitrescu,Agathe Sénéchal,Florence Ader;14/12/2018;0.sdv,1.sdv.mhep,2.sdv.mhep.mi,0.sdv,1.sdv.spee;BMC Infectious Diseases;BioMed Central;18;;659;Aspergillus spp,Bronchiectasis,Chronic obstructive pulmonary disease,Hemoptysis,Mycobacteria,Mycobacterium avium complex,Nontuberculous mycobacteria;Aspergillus spp,Bronchiectasis,Chronic obstructive pulmonary disease,Hemoptysis,Mycobacteria,Mycobacterium avium complex,Nontuberculous mycobacteria;;;;;en;false
hal-01955946;1;https://hal.archives-ouvertes.fr/hal-01955946;ART;10.1615/AtomizSpr.2018028780;;Experimental Study of the Morphology of Two-phase Instabilities in Microgravity;;Guillaume Renoux,Fabien Halter,Christian Chauveau;2018;0.spi,1.spi.fluid;Atomization and Sprays;Begell House Inc.;28;;915-929;Cellular wavelength,Cellular instabilities,Two-phase combustion,Flame morphology,Aerosol flame;Cellular wavelength,Cellular instabilities,Two-phase combustion,Flame morphology,Aerosol flame;;;;;en;false
hal-01701896;1;https://hal.archives-ouvertes.fr/hal-01701896;ART;10.1061/%28ASCE%29MT.1943-5533.0002221;;The impact of the particle size distribution of organic additives on the microstructure of a clay ceramic and its thermal and mechanical properties;;Pierre-Marie Nigay,Ange Nzihou,Thierry Cutard;2018;0.spi,1.spi.meca,2.spi.meca.mema;Journal of Materials in Civil Engineering;American Society of Civil Engineers;30;;4018044;Young's modulus,Thermal conductivity,Porosity,Energetic contribution,Particle size distribution,Clay ceramics,Microstructure,Organic additives,Clay bricks,Author keywords Clay bricks;Young's modulus,Thermal conductivity,Porosity,Energetic contribution,Particle size distribution,Clay ceramics,Microstructure,Organic additives,Clay bricks,Author keywords Clay bricks;;;;;en;false
hal-01872651;1;https://hal.archives-ouvertes.fr/hal-01872651;ART;10.1017/s1431927618014496;;Fast In Situ Nanotomography at ESRF;;Julie Villanova,Richi Kumar,Rémi Daudin,Pierre Lhuissier,David Jauffres,Christophe L. Martin,Rémi Tucoulou,Sylvain Labouré,Gema Martinez-Criado,Luc Salvo;2018-08;0.spi,1.spi.meca,2.spi.meca.mema,0.spi,1.spi.mat;Microscopy and Microanalysis;Cambridge University Press (CUP);24;;450 - 451;;;;;;;en;false
hal-01924141;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01924141;ART;10.1016/j.cirp.2018.06.001;;Multiscale analyses and characterizations of surface topographies;;Christopher Brown,Hans Hansen,Xiang Jane Jiang,François Blateyron,Johan Berglund,Nicola Senin,Tomasz Bartkowiak,Barnali Dixon,Gaëtan Le Goïc,Yann Quinsat,W. James Stemp,Mary Kathryn Thompson,Peter Ungar,E. Hassan Zahouani;2018;0.spi;CIRP Annals - Manufacturing Technology;Elsevier;67;;839 - 862;Engineering Surfaces,Dimensional Metrology,Quantitative-Analysis,Computed-Tomography,Wavelet Transform,Rough Surfaces,Fractal Analysis,Surface,Metrology,Roughness,Area Structure-Function,Ubm Laser Profilometry,Dental Microwear Texture;Engineering Surfaces,Dimensional Metrology,Quantitative-Analysis,Computed-Tomography,Wavelet Transform,Rough Surfaces,Fractal Analysis,Surface,Metrology,Roughness,Area Structure-Function,Ubm Laser Profilometry,Dental Microwear Texture;;;;;en;false
hal-01789369;1;https://hal.archives-ouvertes.fr/hal-01789369;ART;10.1016/j.jvolgeores.2018.04.014;;Complex conductivity of volcanic rocks and the geophysical mapping of alteration in volcanoes;;A. Ghorbani,A. Revil,A. Coperey,A. Soueid Ahmed,S. Roque,M.J. Heap,H. Grandis,F. Viveiros;2018-05;0.sdu,1.sdu.stu,2.sdu.stu.gp;Journal of Volcanology and Geothermal Research;Elsevier;357;;106 - 127;;;;;;;en;false
hal-02182862;1;https://hal.archives-ouvertes.fr/hal-02182862;ART;10.3390/nano8110881;;Unravelling the Thermal Decomposition Parameters for The Synthesis of Anisotropic Iron Oxide Nanoparticles;;Geoffrey Cotin,Céline Kiefer,Francis Perton,Dris Ihiawakrim,Cristina Blanco-Andujar,Simona Moldovan,Christophe Lefevre,Ovidiu Ersen,Benoît Pichon,Damien Mertz,Sylvie Bégin-Colin;2018-11;0.chim;Nanomaterials;MDPI;8;;881;Iron oxide nanoparticles,Synthesis,Shape control,Thermal decomposition,Precursor;Iron oxide nanoparticles,Synthesis,Shape control,Thermal decomposition,Precursor;;;;;en;false
hal-01858412;1;https://hal.archives-ouvertes.fr/hal-01858412;ART;10.1016/j.jsb.2018.08.006;;3D micro structural analysis of human cortical bone in paired femoral diaphysis\, femoral neck and radial diaphysis;;Rémy Gauthier,Max Langer,Hélène Follet,Cécile Olivier,Pierre-Jean Gouttenoire,Lukas Helfen,Frédéric Rongieras,David Mitton,Françoise Peyrin;2018-11;0.spi,1.spi.meca,2.spi.meca.biom;Journal of Structural Biology;Elsevier;204;;182-190;SYNCHROTRON RADIATION,HUMAN CORTICAL BONE,HAVERSIAN CANALS,MICRO-COMPUTED TOMOGRAPHY,OSTEOCYTES LACUNAE,PAIRED ANATOMICAL LOCATIONS;SYNCHROTRON RADIATION,HUMAN CORTICAL BONE,HAVERSIAN CANALS,MICRO-COMPUTED TOMOGRAPHY,OSTEOCYTES LACUNAE,PAIRED ANATOMICAL LOCATIONS,OS,BIOMECANIQUE;OS,BIOMECANIQUE;;;;en;false
hal-01957970;1;https://hal.archives-ouvertes.fr/hal-01957970;ART;10.1007/s40843-018-9244-5;;Recent therapeutic applications of the theranostic principle with dendrimers in oncology;;S. Mignani,Joao Rodrigues,Helena Tomas,A.-M. Caminade,Régis Laurent,Xiangyang Shi,J.-P. Majoral;2018;0.chim,1.chim.coor;Science China Materials;;61;;1367-1386;;;;;;;en;false
pasteur-02000630;1;https://hal-pasteur.archives-ouvertes.fr/pasteur-02000630;ART;10.1016/j.tim.2018.11.011;;The Pathogen–Host Interface in Three Dimensions: Correlative FIB/SEM Applications;;Allon Weiner,Jost Enninga;2018-12;0.sdv,1.sdv.mhep,2.sdv.mhep.mi,0.sdv,1.sdv.bc,2.sdv.bc.ic,0.sdv,1.sdv.gen,2.sdv.gen.gh,0.sdv,1.sdv.mhep,2.sdv.mhep.psr,0.sdv,1.sdv.mp,2.sdv.mp.bac;Trends in Microbiology;Elsevier;xx;;;;;;;;;en;false
hal-01898121;1;https://hal.archives-ouvertes.fr/hal-01898121;ART;10.1016/j.nima.2018.03.043;;A spectral X-ray CT simulation study for quantitative determination of iron;;Ting Su,Valerie Kaftandjian,Philippe Duvauchelle,Yuemin Zhu;2018-03;0.info,1.info.info-ts,0.info,1.info.info-im,0.phys,1.phys.nucl;Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment;Elsevier;894;;39 - 46;Photon counting detector,X-ray computed tomography,Material decomposition,Iron identification,Spectral CT;Photon counting detector,X-ray computed tomography,Material decomposition,Iron identification,Spectral CT;;;;;en;false
hal-01678240;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01678240;ART;10.1159/000485137;;Halo Sign and Eosinophilia: What Is Your Diagnosis?;;Florent Thevenet,Guillaume Beltramo,Marjolaine Georges,Clément Foignot,Maximilien Spanjaard,Philippe Bonniaud;2018-04;0.sdv,1.sdv.mhep,2.sdv.mhep.hem;Respiration;Karger;95;;258–259;Eosinophilia,Halo sign,Larva migrans;Eosinophilia,Halo sign,Larva migrans;;;;;en;false
hal-01862431;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01862431;ART;10.1007/s10067-017-3976-z;;Role of dual-energy CT in the diagnosis and follow-up of gout: systematic analysis of the literature;;André Ramon,AmÉlie Bohm-Sigrand,Pierre Pottecher,Pascal Richette,Jean-Francis Maillefert,Hervé Devilliers,Paul Ornetti;2018-03;0.sdv,1.sdv.mhep,2.sdv.mhep.rsoa;Clinical Rheumatology;Springer Verlag;37;;587 - 595;Dual-energy CT,Gout,Imaging,Psychometric properties,Systematic analysis Joint Fluid Analysis,Computed-Tomography,Urate Deposition,Synovial-Fluid,Ultrasound,Arthritis,Classification,Identification,Validation,Crystals;Dual-energy CT,Gout,Imaging,Psychometric properties,Systematic analysis Joint Fluid Analysis,Computed-Tomography,Urate Deposition,Synovial-Fluid,Ultrasound,Arthritis,Classification,Identification,Validation,Crystals;;;;;en;false
hal-02616052;1;https://hal.univ-angers.fr/hal-02616052;ART;10.1016/j.pneumo.2018.06.003;;Pneumothorax spontané et emphysème pulmonaire chez les consommateurs de cannabis;;Michel Underner,Thierry Urban,Jean Perriot,Gérard Peiffer,Ghina Harika-Germaneau,Nematollah Jaafari;2018;0.sdv;Revue de Pneumologie Clinique;Elsevier Masson;74;;400-415;;Cannabis,Humans,Marijuana Smoking,Pneumothorax,Prevalence,Pulmonary Emphysema,Substance-Related Disorders;Cannabis,Humans,Marijuana Smoking,Pneumothorax,Prevalence,Pulmonary Emphysema,Substance-Related Disorders;;;;fr;false
hal-02507169;1;https://hal.univ-lorraine.fr/hal-02507169;ART;10.1016/j.ebiom.2018.03.029;;Plasma mSEPT9: A Novel Circulating Cell-free DNA-Based Epigenetic Biomarker to Diagnose Hepatocellular Carcinoma;;Abderrahim Oussalah,Susann Rischer,Mouni Bensenane,Guillaume Conroy,Pierre Filhine-Tresarrieu,Renée Debard,Denise Forest-Tramoy,Thomas Josse,Dana Reinicke,Matthieu Garcia,Amandine Luc,Cédric Baumann,Ahmet Ayav,Valérie Laurent,Marcus Hollenbach,Cristina Ripoll,Rosa-Maria Guéant-Rodriguez,Fares Namour,Alexander Zipprich,Michael Fleischhacker,Jean-Pierre Bronowicki,Jean-Louis Guéant;2018-04;0.sdv,0.sdv,1.sdv.bbm,0.sdv,1.sdv.bbm,2.sdv.bbm.gtp,0.sdv,1.sdv.bbm,2.sdv.bbm.mn,0.sdv,1.sdv.can;EBioMedicine;Elsevier;30;;138-147;MSEPT9,Hepatocellular carcinoma,DNA methylation,Cirrhosis,Circulating cell-free DNA-based epigenetic biomarker;MSEPT9,Hepatocellular carcinoma,DNA methylation,Cirrhosis,Circulating cell-free DNA-based epigenetic biomarker;;;;;en;false
hal-02881785;1;https://hal.archives-ouvertes.fr/hal-02881785;ART;10.2196/resprot.9906;;Early detection of cardiovascular changes after radiotherapy for Breast cancer Protocol for a European multicenter prospective cohort study (MEDIRAD EARLY HEART study);;V. Walker,A. Crijns,J. Langendijk,D. Spoor,R. Vliegenthart,S.E. Combs,M. Mayinger,A. Eraso,F. Guedea,M. Fiuza,S. Constantino,R. Tamarat,D. Laurier,J. Ferrieres,E. Mousseaux,E. Cardis,S. Jacob;01/10/2018;0.sdv;Journal of Medical Internet Research;JMIR Publications;20;;e178;;;;;;;en;false
hal-01676484;1;https://hal-unilim.archives-ouvertes.fr/hal-01676484;ART;10.4269/ajtmh.17-0541;;Evaluating the Recombinant T24H Enzyme-Linked Immunoelectrotransfer Blot Assay for the Diagnosis of Neurocysticercosis in a Panel of Samples from a Large Community-Based Randomized Control Trial in 60 Villages in Burkina Faso;;Véronique Dermauw,Hélène Carabin,Assana Cissé,Athanase Millogo,Zébika Tarnagda,Rasmané Ganaba,John Noh,Sukwan Handali,Kathleen Breen,Vivian Richter,Rabiou Cissé,Pierre-Marie Preux,Marie Paule Boncoeur-Martel,Andrea S. Winkler,Anke van Hul,Pierre Dorny,Sarah Gabriël;01/02/2018;0.sdv,1.sdv.spee;American Journal of Tropical Medicine and Hygiene;American Society of Tropical Medicine and Hygiene;98;;565-569;;;;;;;en;false
hal-02060575;1;https://hal-amu.archives-ouvertes.fr/hal-02060575;ART;10.7150/thno.27728;;Early prediction of revascularisation by angiomotin-targeting positron emission tomography;;Anaïs Moyon,Philippe Garrigue,Laure Balasse,Samantha Fernandez,Pauline Brige,Marie Nollet,Guillaume Hache,Marcel Blot-Chabaud,Francoise Dignat-George,Benjamin Guillet;2018;0.sdv;Theranostics;Ivyspring International Publisher;8;;4985-4994;Angiomotin,Ischaemia,SCD146,Gallium,Angiogenesis;Angiomotin,Ischaemia,SCD146,Gallium,Angiogenesis;;;;;en;false
hal-01871064;1;https://hal-amu.archives-ouvertes.fr/hal-01871064;ART;10.1177/0959683618771473;;First evidence of a lake at Ancient Phaistos (Messara Plain\, South-Central Crete\, Greece): Reconstructing paleoenvironments and differentiating the roles of human land-use and paleoclimate from Minoan to Roman times;;Matthieu Ghilardi,David Psomiadis,Valérie Andrieu-Ponel,Maxime Colleu,Pavlos Sotiropoulos,Fausto Longo,Amedeo Rossi,Vincenzo Amato,Françoise Gasse,Laetitia Sinibaldi,Mélanie Renard,Andrew Bicket,Doriane Delanghe,François Demory,Jules Fleury;2018;0.sde;The holocene;London: Sage;28;;1225-1244;32 cal kyr BP,Pollen analyses,Phaistos,Paleoenvironments,Coring,Crete,Diatoms,Geophysics,Minoan civilization;32 cal kyr BP,Pollen analyses,Phaistos,Paleoenvironments,Coring,Crete,Diatoms,Geophysics,Minoan civilization;;;;;en;false
hal-01834090;1;https://hal-univ-rennes1.archives-ouvertes.fr/hal-01834090;ART;10.1097/EJA.0000000000000783;;Patient factors and outcomes associated with the withdrawal or withholding of life-sustaining therapies in mechanically ventilated brain-injured patients An observational multicentre study;;Marine Hubert,Sonia Isslame,Pierre-François Perrigault,Thomas Geeraerts,Olivier Mimoz,Fouad Marhar,Yannick Mallédant,Fanny Feuillet,Karim Asehnoune,Philippe Seguin,Nicolas Nesseler,Antoine Roquilly,Sigismond Lasocki,Claire Dahyot-Fizelier,Yoann Launey,Cinotti Raphaël;2018;0.sdv;European Journal of Anaesthesiology;Lippincott, Williams & Wilkins;35;;511-518;;;;;;;en;false
hal-01869114;1;https://hal-mines-paristech.archives-ouvertes.fr/hal-01869114;ART;10.1038/s41524-018-0094-7;;Using machine learning and a data-driven approach to identify the small fatigue crack driving force in polycrystalline materials;;Andrea Rovinelli,Michael Sangid,Henry Proudhon,Wolfgang Ludwig;2018-12;0.phys,1.phys.cond,2.phys.cond.cm-ms;npj Computational Materials;Springer Nature;4;;10 p.;;;;;;;en;false
inserm-01900722;1;https://www.hal.inserm.fr/inserm-01900722;ART;10.1089/cbr.2018.2485;;Promising Scandium Radionuclides for Nuclear Medicine: A Review on the Production and Chemistry up to In Vivo Proofs of Concept;;Sandrine Huclier-Markai,Cyrille Alliot,Rabha Kerdjoudj,Marie Mougin-Degraef,Nicolas Chouin,Ferid Haddad;2018-10;0.sdv,1.sdv.can;Cancer Biotherapy and Radiopharmaceuticals;Mary Ann Liebert;33;;316 - 329;Coordination chemistry,In vivo data,Production,Radiolabeling,Scandium isotopes,Theranostic pair;Coordination chemistry,In vivo data,Production,Radiolabeling,Scandium isotopes,Theranostic pair;;;;;en;false
cea-01884933;1;https://hal-cea.archives-ouvertes.fr/cea-01884933;ART;10.1093/nar/gky736;;Structural analysis of the ternary complex between lamin A/C\, BAF and emerin identifies an interface disrupted in autosomal recessive progeroid diseases;;Camille Samson,Ambre Petitalot,Florian Celli,Isaline Herrada,Virginie Ropars,Marie-Hélène Le Du,Naïma Nhiri,Eric Jacquet,Ana-Andreea Arteni,Brigitte Buendia,Sophie Zinn-Justin;2018;0.sdv;Nucleic Acids Research;Oxford University Press;46;;10460-10473;;;;;;;en;false
hal-01865388;1;https://hal.archives-ouvertes.fr/hal-01865388;ART;10.3390/ma11081409;;Contribution of local analysis techniques for the characterization of iron and alloying elements in nitrides: consequences on the precipitation process in Fe–Si and Fe–Cr nitrided alloys;;Hugo van Landeghem,Raphaële Danoix,Mohamed Gouné,Sylvie Bourdineaud-Bordère,Andrius Martinavi?ius,Peter Jessner,Thierry Epicier,Béatrice Hannoyer,Frédéric Danoix,Abdelkrim Redjaïmia;2018-08;0.chim,1.chim.mate;Materials;MDPI;11;;1409 (19 p.);APT and TEM characterization,Excess nitrogen,Clusters precipitation,Fe–Si and Fe–Cr nitrided alloys;APT and TEM characterization,Excess nitrogen,Clusters precipitation,Fe–Si and Fe–Cr nitrided alloys;;;;;en;false
hal-01997893;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01997893;ART;10.1186/s13550-018-0464-7;;Cherenkov luminescence imaging is a fast and relevant preclinical tool to assess tumour hypoxia in vivo;;Emiko Desvaux,Alan Courteau,Pierre-Simon Bellaye,Mélanie Guillemin,Camille Drouet,Paul Walker,Bertrand Collin,Richard Decréau;2018-12;0.sdv,1.sdv.ib,2.sdv.ib.ima,0.sdv,1.sdv.ib,2.sdv.ib.mn,0.sdv,1.sdv.ib;EJNMMI Research;SpringerOpen;8;;111;Cherenkov luminescence imaging CLI,F-18-Fluoromisonidazole FMISO,Hypoxia,Positron emission tomography PET,Magnetic resonance imaging,BOLD,Colon cancer;Cherenkov luminescence imaging CLI,F-18-Fluoromisonidazole FMISO,Hypoxia,Positron emission tomography PET,Magnetic resonance imaging,BOLD,Colon cancer;;;;;en;false
hal-01861337;1;https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01861337;ART;10.1371/journal.pone.0199529;;FDG PET/CT for prognostic stratification of patients with metastatic breast cancer treated with first line systemic therapy: Comparison of EORTC criteria and PERCIST;;Edouard Depardon,Salim Kanoun,Olivier Humbert,Aurélie Bertaut,Jean-Marc Riedinger,Ilan Tal,Jean-Marc Vrigneaud,Maud Lasserre,Michel Toubeau,Alina Berriolo-Riedinger,Inna Dygai-Cochet\, Inna,Pierre Fumoleau,Francois Brunotte,Alexandre Cochet;16/07/2018;0.sdv,1.sdv.can;PLoS ONE;Public Library of Science;13;;e0199529;Recist,Chemotherapy,Positron-Emission-Tomography,Standardized Uptake Value,Response Evaluation,F-18 Fluorodeoxyglucose,Tumor Response,Solid Tumors,Body-Weight,Recommendations;Recist,Chemotherapy,Positron-Emission-Tomography,Standardized Uptake Value,Response Evaluation,F-18 Fluorodeoxyglucose,Tumor Response,Solid Tumors,Body-Weight,Recommendations;;;;;en;false
cea-02186164;1;https://hal-cea.archives-ouvertes.fr/cea-02186164;ART;10.1002/advs.201700955;;Advanced GeSn/SiGeSn Group IV Heterostructure Lasers;;Nils von den Driesch,Daniela Stange,Denis Rainko,Ivan Povstugar,Peter Zaumseil,Giovanni Capellini,Thomas Schröder,Peter Denneulin,Zoran Ikonic,Jean-Michel Hartmann,Hans Sigg,Peter Mantl,Peter Grützmacher,Peter Buca;2018-06;0.spi;Advanced Science;Wiley Open Access;5;;1700955;Multi-quantum wells,SiGeSn,GeSn,Heterostructures,Lasers;Multi-quantum wells,SiGeSn,GeSn,Heterostructures,Lasers;;;;;en;false
